ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.08679,-8.73943,-1.06183,0.25004,-9.34173,2.9733,-0.33683,0.60229,-4.03513,-0.16411,-0.11666,0.09014,1295.0,-10.26,44.1,-40.5,164.367,72.023,-4.241,1.97,46.5591,,,,NaN,,,,0 / 0,4,2014-12-14 14:00:35:041
0.26037,-10.84154,2.90297,0.164,-9.37539,2.87155,0.09637,-1.46615,0.03142,-0.12789,0.32117,0.12103,1295.0,-9.36,44.16,-41.04,166.029,72.945,-3.269,1.97,46.5591,,,,NaN,,,,0 / 0,57,2014-12-14 14:00:35:094
2.48219,-9.36911,1.68193,0.29778,-9.41325,2.73388,2.18441,0.04414,-1.05195,-0.3239,-0.09642,-0.19961,1317.0,-8.82,43.62,-41.76,166.029,72.945,-3.269,1.97,45.1431,,,,NaN,,,,0 / 0,104,2014-12-14 14:00:35:141
-3.38361,-9.10096,3.40575,0.36512,-9.46159,2.55297,-2.07517,0.32232,-0.27249,-0.4986,0.45858,-0.22518,1317.0,-8.76,42.9,-41.4,171.361,73.714,-6.216,1.97,45.1431,,,,NaN,,,,0 / 0,153,2014-12-14 14:00:35:190
-2.99574,-9.31644,4.38737,0.18286,-9.50588,2.40318,-1.74627,0.92222,1.91042,-0.22483,-0.30628,-0.21772,1317.0,-8.7,43.32,-40.98,168.84,75.773,-4.351,1.97,45.1431,,,,NaN,,,,0 / 0,204,2014-12-14 14:00:35:241
1.50296,-6.46255,2.95564,0.25319,-9.50468,2.38522,1.59798,3.06607,0.24002,-0.18754,-0.42239,-0.21453,1317.0,-9.3,43.14,-40.32,168.84,75.773,-4.351,1.97,45.1431,,,,NaN,,,,0 / 0,253,2014-12-14 14:00:35:290
1.22523,-7.06589,4.72017,0.50009,-9.50304,2.36906,0.87837,2.58319,2.32238,-0.26744,0.47456,-0.23264,1307.0,-9.18,43.38,-39.9,174.867,75.743,-9.029,1.97,45.1431,,,,NaN,,,,0 / 0,303,2014-12-14 14:00:35:340
-0.96786,-6.85999,2.23499,0.5978,-9.51186,2.3107,-1.56626,2.65427,-0.06584,-0.31111,0.50865,-0.31999,1307.0,-9.66,44.16,-39.0,180.176,75.914,-14.505,1.97,45.1431,,,,NaN,,,,0 / 0,354,2014-12-14 14:00:35:391
-3.93188,-7.05871,1.90698,0.35509,-9.55825,2.16436,-4.4173,2.48309,-0.30451,-0.31324,-0.20827,0.21158,1307.0,-9.54,43.98,-38.7,180.176,75.914,-14.505,1.97,45.1431,,,,NaN,,,,0 / 0,403,2014-12-14 14:00:35:440
3.85885,-6.73309,2.20626,0.39774,-9.57067,2.10136,3.51933,3.07939,0.07901,-0.22589,-0.41387,0.04753,1237.0,-8.82,43.8,-38.52,174.957,77.076,-9.317,1.97,48.2256,,,,NaN,,,,0 / 0,453,2014-12-14 14:00:35:490
