sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.656788;-11.674128;6.033388;-0.438701;-9.31148;3.045366;-1.218086;-2.362646;2.988023;2.158492;-1.044885;0.805426;503.0;-18.6;32.58;-10.8;94.687;77.8913;3.1772;0.0;1018.13;50.29854;;;;;;0 / 0;82.6;42.0;3.69;11;2014-11-17 17:05:20:293
-4.012682;-14.010868;7.335834;-1.15251;-8.542234;4.676788;-2.846535;-6.188125;2.627769;2.491109;0.365297;1.160949;503.0;-18.24;31.02;-11.4;72.6659;65.3627;10.7801;0.0;1018.13;50.29854;;;;;;0 / 0;82.6;42.0;3.69;69;2014-11-17 17:05:20:351
-1.331176;-8.820238;5.688624;-1.753375;-7.652718;5.876392;0.600462;2.169086;-1.125838;2.561969;-0.383012;1.175305;603.0;-17.28;27.9;-13.2;59.9358;51.2936;16.6139;0.0;1018.25;50.29854;;;;;;0 / 0;82.6;42.0;3.69;132;2014-11-17 17:05:20:414
-2.154781;-5.114014;3.342306;-1.797286;-6.954376;6.676586;-0.479432;2.120192;-2.765019;0.640492;-0.858571;0.691194;558.0;-16.92;26.46;-13.8;59.9358;51.2936;16.6139;0.0;1018.25;50.29854;;;;;;0 / 0;82.6;42.0;3.69;188;2014-11-17 17:05:20:470
-1.561019;-6.119579;0.881066;-2.03726;-8.549938;4.349542;0.47624;2.430359;-3.468476;-2.120618;-0.976773;0.263894;445.0;-16.68;25.62;-12.54;59.3618;45.1657;15.0664;0.0;1018.25;50.29854;;;;;;0 / 0;82.6;42.0;3.69;254;2014-11-17 17:05:20:536
-0.086191;-4.127603;3.169923;-1.90441;-8.969984;3.476057;1.818219;4.842382;-0.306134;-2.518903;0.202502;0.366519;420.0;-17.28;26.58;-9.96;61.2695;63.7264;26.6935;0.0;1018.16;64.98123;;;;;;0 / 0;82.6;42.0;3.69;311;2014-11-17 17:05:20:593
0.612916;-2.643199;3.102886;-1.87651;-9.231014;2.72717;3.071236;6.68223;-0.263791;-1.299921;-0.365603;0.138361;345.0;-17.76;29.52;-3.54;45.7926;70.2713;34.5311;0.0;1018.16;64.98123;;;;;;0 / 0;82.6;42.0;3.69;378;2014-11-17 17:05:20:660
2.135628;-5.918466;-11.473014;1.493641;-9.133726;3.2426;0.641987;3.21526;-14.715614;0.700662;1.751045;0.669508;321.0;-17.58;29.88;2.16;71.954;68.6511;-24.7323;0.0;1018.16;64.98123;;;;;;0 / 0;82.6;42.0;3.69;455;2014-11-17 17:05:20:737
-2.154781;-18.377892;-1.398214;2.887205;-9.139516;-2.074541;-6.689197;3.786081;-4.207844;0.387594;1.095587;0.704633;335.0;-17.64;29.04;3.96;71.954;68.6511;-24.7323;0.0;1017.9;64.98123;;;;;;0 / 0;82.6;42.0;3.69;511;2014-11-17 17:05:20:793
-1.704672;-14.173674;-4.596867;0.194174;-9.441906;-2.642547;-1.49662;-3.142017;-4.377251;-2.061976;0.633162;-0.950201;412.0;-17.4;27.6;4.86;227.153;68.7442;-125.6983;0.0;1017.9;64.98123;;;;;;0 / 0;82.6;42.0;3.69;563;2014-11-17 17:05:20:845
