ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.4041,-0.3248,9.616,-0.3935,-0.3411,9.7928,-0.0081,0.0019,-0.0216,16.18,4.61,-38.27,284.18,1.99,2.3,2.0,38.469,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,4,2014-12-14 15:11:49:395
-0.4041,-0.3056,9.6734,-0.3957,-0.3404,9.7927,-0.0214,-0.0041,-0.0112,16.93,4.99,-37.83,283.31,1.99,2.31,2.0,38.469,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,54,2014-12-14 15:11:49:445
-0.3849,-0.3248,9.6734,-0.3952,-0.3399,9.7928,0.013,-5.0E-4,0.0101,16.18,6.11,-37.2,287.94,1.99,2.32,2.0,38.469,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,104,2014-12-14 15:11:49:495
-0.4041,-0.3248,9.6543,-0.3952,-0.3399,9.7928,0.013,-5.0E-4,0.0101,16.18,5.36,-38.33,287.94,1.99,2.32,2.0,38.469,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,154,2014-12-14 15:11:49:545
-0.3849,-0.3056,9.616,-0.395,-0.3398,9.7928,-0.0037,6.0E-4,-0.0077,16.56,4.61,-37.39,283.4,1.98,2.31,2.0,40.93,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,204,2014-12-14 15:11:49:595
-0.4041,-0.3439,9.6351,-0.3945,-0.3421,9.7927,-0.0035,-0.0217,-0.0066,15.06,4.99,-36.45,285.37,2.0,2.31,2.0,40.93,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,253,2014-12-14 15:11:49:644
-0.3658,-0.3439,9.6543,-0.3949,-0.3414,9.7927,-0.0011,0.0086,-0.0094,15.81,5.74,-37.77,285.37,2.0,2.31,2.0,40.93,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,304,2014-12-14 15:11:49:695
-0.4041,-0.3248,9.6543,-0.3934,-0.3419,9.7928,0.0147,3.0E-4,0.0061,16.93,4.61,-37.77,276.1,1.99,2.31,2.0,40.93,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,354,2014-12-14 15:11:49:745
-0.3275,-0.2482,9.6351,-0.3931,-0.3409,9.7928,0.0021,0.0109,0.0116,16.56,4.99,-38.02,283.28,2.0,2.3,2.0,40.93,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,403,2014-12-14 15:11:49:794
-0.5957,0.2883,9.6543,-0.3899,-0.3361,9.7931,0.0425,0.0711,0.0128,17.62,5.74,-39.08,283.28,2.0,2.3,2.0,40.93,35.17805,126.90885,,155.92195889841872,,64.51613,,0 / 20,454,2014-12-14 15:11:49:845
