ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.2816,0.4415,12.2215,-0.6165,-0.4323,9.7777,-0.6261,0.6254,0.8399,18.75,5.05,-33.58,284.84,2.69,2.8,2.0,58.297,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,5,2014-12-14 15:12:34:549
-0.9405,0.499,9.6926,-0.7271,-0.3198,9.7744,-0.2658,0.7506,-0.1632,19.49,1.74,-33.27,271.67,2.53,3.61,2.0,58.297,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,53,2014-12-14 15:12:34:597
-1.0172,1.7443,10.8038,-0.8521,-0.1553,9.7683,-1.4022,1.5297,0.2607,18.37,-1.57,-33.95,260.3,0.91,4.99,2.0,63.408,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,103,2014-12-14 15:12:34:647
-1.2471,1.591,9.022,-0.9314,0.0793,9.762,-0.4793,1.636,-0.0321,15.43,-4.89,-32.64,260.3,0.91,4.99,2.0,63.408,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,154,2014-12-14 15:12:34:698
-0.3083,1.5144,7.4894,-0.9466,0.5534,9.7452,-0.2217,1.5012,-0.9387,12.12,-5.64,-33.45,243.97,-0.46,5.45,2.0,63.408,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,204,2014-12-14 15:12:34:748
0.5921,2.549,7.8151,-0.8912,0.6387,9.7452,1.017,1.065,-2.4352,9.93,-8.57,-34.2,223.51,-3.23,5.55,2.0,63.408,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,254,2014-12-14 15:12:34:798
0.5921,2.549,7.8151,-0.8912,0.6387,9.7452,1.017,1.065,-2.4352,9.93,-8.57,-34.2,223.51,-3.23,5.55,2.0,63.408,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,304,2014-12-14 15:12:34:848
3.1402,2.6831,3.7344,-0.7998,0.8716,9.735,0.0243,1.6038,1.0388,9.18,-9.7,-34.77,217.03,-3.73,5.23,2.0,63.408,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,354,2014-12-14 15:12:34:898
2.7379,3.1046,14.6354,-0.7468,1.3689,9.6819,0.3431,1.3007,3.6419,20.93,-6.39,-30.52,217.03,-3.73,5.23,2.0,67.398,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,404,2014-12-14 15:12:34:948
-0.8256,4.1391,11.0528,-0.5677,1.4597,9.6808,-0.6651,0.8249,3.5794,17.25,-8.95,-32.58,262.15,-8.02,4.41,2.0,67.398,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,454,2014-12-14 15:12:34:998
-0.0401,3.7176,13.1794,-0.5561,1.751,9.633,0.9341,1.6314,2.6444,17.25,-9.32,-32.89,255.93,-8.74,3.64,2.0,67.398,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,515,2014-12-14 15:12:35:059
-1.9559,4.2924,9.4627,-0.5241,1.8251,9.6211,0.3483,1.5878,2.2935,15.43,-15.95,-33.08,234.41,-10.73,3.12,2.0,67.398,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,553,2014-12-14 15:12:35:097
0.0557,4.4839,9.5585,-0.5169,2.3196,9.5143,0.9535,1.8054,-0.6407,13.62,-16.26,-32.2,234.41,-10.73,3.12,2.0,67.398,35.178017,126.908875,,155.85762950199546,,66.30645,,0 / 20,604,2014-12-14 15:12:35:148
