ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.8639,0.0775,9.6351,-0.5046,-0.2939,9.7892,-0.329,0.3253,-0.001,12.5,4.3,-36.52,273.8,2.0,2.44,2.0,56.953,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,3,2014-12-14 15:11:59:802
-0.5765,-0.4206,9.6926,-0.4644,-0.3126,9.7907,0.563,-0.2771,-0.0332,12.12,4.3,-36.52,284.53,1.72,2.95,2.0,56.953,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,55,2014-12-14 15:11:59:854
-0.5191,0.2691,9.6543,-0.4877,-0.2196,9.7921,-0.0194,0.5676,0.0226,12.5,3.93,-37.77,285.21,1.83,2.72,2.0,56.953,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,103,2014-12-14 15:11:59:902
-0.0018,-0.7271,9.5393,-0.4229,-0.3576,9.791,0.3283,-0.2718,0.0113,11.37,3.18,-38.2,282.64,1.4,2.71,2.0,56.953,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,153,2014-12-14 15:11:59:952
-0.1934,0.135,9.616,-0.4411,-0.349,9.7905,0.0036,0.309,0.1445,12.87,2.8,-39.08,282.64,1.4,2.71,2.0,56.953,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,203,2014-12-14 15:12:00:002
3.485,3.2578,6.2633,-0.3916,-0.3422,9.7929,0.5191,-0.0504,4.1636,9.93,3.18,-39.33,280.97,2.04,2.58,2.0,56.953,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,252,2014-12-14 15:12:00:051
0.0365,-2.3747,4.7881,-0.066,-0.2934,9.802,8.5563,-3.3549,-2.6991,-12.88,0.99,-44.14,85.1,-0.42,3.14,2.0,62.93,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,303,2014-12-14 15:12:00:102
0.0557,-5.6891,6.9913,-0.1792,-0.5534,9.7894,-1.4905,-3.3727,-3.6272,-17.63,1.36,-44.58,85.1,-0.42,3.14,2.0,62.93,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,352,2014-12-14 15:12:00:151
7.2209,-2.4514,12.7962,1.0311,-0.8444,9.7157,7.0672,-1.2196,2.6534,-13.26,1.36,-43.64,91.51,3.23,1.05,2.0,62.93,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,403,2014-12-14 15:12:00:202
5.2859,-2.0682,7.9875,1.3442,-0.8951,9.6728,4.429,-0.7457,-0.1976,-7.75,-4.57,-42.45,157.84,4.94,-6.06,2.0,62.93,35.178032,126.90887,,155.89092051254474,,64.51613,,0 / 20,453,2014-12-14 15:12:00:252
