ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.5394,-9.9439,-0.7355,0.8172,-9.7079,-1.1222,-0.2778,-0.236,0.3867,0.0049,0.0147,-0.0049,0.0,-4.4,-21.3,-3.1,239.86,81.86,-143.94,0.4,56.313,,,,NaN,,,,0 / 0,11,2014-12-14 04:40:05:534
0.4707,-9.9243,-0.8532,0.83,-9.7057,-1.1321,-0.3593,-0.2187,0.2789,-0.0012,0.0086,-0.0134,0.0,-3.6,-21.3,-3.6,248.93,81.77,-143.75,0.4,39.148,,,,NaN,,,,0 / 0,63,2014-12-14 04:40:05:586
0.4903,-9.9243,-0.7551,0.8334,-9.703,-1.1526,-0.3431,-0.2214,0.3975,0.0122,0.0159,-0.011,0.0,-3.6,-21.7,-3.1,248.93,81.77,-143.75,0.4,39.148,,,,NaN,,,,0 / 0,113,2014-12-14 04:40:05:636
0.4805,-9.9636,-0.7551,0.834,-9.7029,-1.1526,-0.3534,-0.2607,0.3975,0.011,0.0147,-0.0147,0.0,-4.0,-21.3,-3.1,239.36,81.66,-144.11,0.4,39.148,,,,NaN,,,,0 / 0,162,2014-12-14 04:40:05:685
0.4609,-9.993,-0.8238,0.838,-9.7022,-1.1561,-0.2567,-0.2414,0.2914,0.0464,0.0318,-0.0073,0.0,-4.4,-21.3,-3.6,248.72,81.63,-144.06,0.4,39.148,,,,NaN,,,,0 / 0,211,2014-12-14 04:40:05:734
0.6472,-9.9145,-0.8238,0.8313,-9.703,-1.154,-0.184,-0.2115,0.3302,0.0232,0.0513,-0.0379,0.0,-4.4,-21.7,-3.1,248.72,81.63,-144.06,0.4,39.148,,,,NaN,,,,0 / 0,263,2014-12-14 04:40:05:786
0.4217,-10.0028,-0.7845,0.8597,-9.7013,-1.1468,-0.3767,-0.2421,0.3204,0.0428,0.0648,-0.0391,0.0,-4.0,-22.1,-3.6,246.6,81.6,-143.14,0.4,39.148,,,,NaN,,,,0 / 0,311,2014-12-14 04:40:05:834
0.3236,-10.0714,-0.6276,0.8592,-9.702,-1.142,-0.5356,-0.3695,0.5144,0.0501,0.0953,-0.0379,0.0,-4.0,-21.3,-3.1,246.6,81.6,-143.14,0.4,39.148,,,,NaN,,,,0 / 0,361,2014-12-14 04:40:05:884
0.2059,-9.9341,-0.5001,0.8007,-9.7249,-0.9775,-0.5948,-0.2092,0.4773,0.1539,0.0171,-0.0831,0.0,-4.9,-21.3,-3.1,237.73,81.85,-142.7,0.4,39.148,,,,NaN,,,,0 / 0,412,2014-12-14 04:40:05:935
0.2059,-9.9341,-0.5001,0.8007,-9.7249,-0.9775,-0.5948,-0.2092,0.4773,0.1539,0.0171,-0.0831,0.0,-4.9,-21.3,-3.1,237.73,81.85,-142.7,0.4,39.148,,,,NaN,,,,0 / 0,462,2014-12-14 04:40:05:985
0.0294,-10.0616,-0.2256,0.7749,-9.7374,-0.8672,-0.7455,-0.3242,0.6416,0.2321,0.066,-0.1234,0.0,-4.9,-21.3,-4.6,253.46,83.19,-138.22,0.4,36.541,,,,NaN,,,,0 / 0,512,2014-12-14 04:40:06:035
-0.2059,-10.4343,0.7551,0.7671,-9.7632,-0.5112,-0.9731,-0.671,1.2663,0.3372,0.0757,-0.1515,0.0,-5.3,-21.7,-5.1,249.14,83.99,-131.84,0.4,36.541,,,,NaN,,,,0 / 0,562,2014-12-14 04:40:06:085
-0.2746,-10.4833,0.8532,0.762,-9.7673,-0.4356,-1.0365,-0.716,1.2888,0.4581,0.1161,-0.1564,0.0,-6.2,-22.1,-5.1,237.37,84.87,-119.76,0.4,36.541,,,,NaN,,,,0 / 0,612,2014-12-14 04:40:06:135
0.2354,-9.9538,1.8437,0.7173,-9.7802,-0.0608,-0.3643,-0.3108,2.3261,0.7379,0.2028,-0.1246,0.0,-6.2,-22.6,-7.5,226.65,85.79,-94.84,0.4,36.541,,,,NaN,,,,0 / 0,662,2014-12-14 04:40:06:185
0.9807,-12.68,4.5209,0.6591,-9.7404,0.9275,0.3216,-2.9396,3.5934,1.554,0.6658,0.2077,0.0,-5.7,-23.0,-10.4,183.63,83.34,-35.4,0.4,36.541,,,,NaN,,,,0 / 0,711,2014-12-14 04:40:06:234
1.4024,-13.6116,4.7758,0.6346,-9.7097,1.2202,0.7678,-3.9019,3.5556,1.8656,0.7428,0.2309,0.0,-6.2,-23.9,-10.9,183.63,83.34,-35.4,0.4,36.541,,,,NaN,,,,0 / 0,762,2014-12-14 04:40:06:285
1.8829,-11.8562,2.6282,1.1288,-9.2898,2.9317,1.7561,-3.115,-0.0259,2.1661,-0.3616,0.0428,0.0,-6.6,-24.7,-17.2,179.04,71.32,-21.06,0.4,36.541,,,,NaN,,,,0 / 0,811,2014-12-14 04:40:06:334
0.1961,-12.1308,2.6282,1.1882,-9.1868,3.219,-0.9921,-2.9441,-0.5908,2.1099,0.1417,0.0916,0.0,-6.2,-25.6,-18.7,179.04,71.32,-21.06,0.4,36.541,,,,NaN,,,,0 / 0,862,2014-12-14 04:40:06:385
0.1765,-12.1701,2.9224,0.9609,-8.939,3.9168,-0.2843,-2.2406,-1.0434,2.3653,-0.9407,0.1918,0.0,-7.0,-26.9,-24.6,178.61,65.72,-13.78,0.4,36.541,,,,NaN,,,,0 / 0,912,2014-12-14 04:40:06:435
0.8041,-9.689,2.8832,1.0144,-8.7609,4.2881,-0.2103,-0.928,-1.4049,2.2773,-1.4294,0.2236,0.0,-7.0,-27.8,-25.5,178.15,64.12,-13.11,0.4,36.541,,,,NaN,,,,0 / 0,961,2014-12-14 04:40:06:484
1.4612,-5.4231,3.4912,1.446,-8.115,5.3128,0.0152,2.692,-1.8216,1.5687,-0.8577,-0.0122,0.0,-9.7,-31.7,-31.9,178.44,55.84,-15.23,0.4,36.541,,,,NaN,,,,0 / 0,1012,2014-12-14 04:40:06:535
1.7456,-4.3149,3.4127,1.6966,-7.9275,5.5178,0.0152,2.692,-1.8216,1.5687,-0.8577,-0.0122,0.0,-9.7,-31.7,-31.9,178.44,55.84,-15.23,0.4,55.97,,,,NaN,,,,0 / 0,1061,2014-12-14 04:40:06:584
2.4026,-2.8047,3.501,2.1388,-7.7215,5.6546,0.2638,4.9168,-2.1536,0.5095,-0.7147,0.1503,0.0,-10.1,-33.4,-33.3,182.8,51.94,-20.72,0.4,55.97,,,,NaN,,,,0 / 0,1111,2014-12-14 04:40:06:634
2.8832,-3.0303,4.5307,2.6061,-7.5814,5.6481,0.2771,4.5512,-1.1174,-0.6145,0.0098,0.3677,0.0,-10.5,-32.6,-32.9,185.73,50.63,-24.77,0.4,55.97,,,,NaN,,,,0 / 0,1161,2014-12-14 04:40:06:684
3.7756,-4.0305,7.4727,2.8639,-7.5822,5.5208,0.9117,3.5516,1.9518,-1.6408,0.3641,0.4007,0.0,-9.2,-30.4,-30.4,187.75,50.64,-27.42,0.4,55.97,,,,NaN,,,,0 / 0,1212,2014-12-14 04:40:06:735
-0.5198,-14.0431,7.4236,2.4881,-7.4702,5.846,-3.0078,-6.5729,1.5776,-1.6408,0.3641,0.4007,0.0,-7.5,-29.1,-30.4,187.22,49.62,-23.05,0.4,55.97,,,,NaN,,,,0 / 0,1262,2014-12-14 04:40:06:785
-0.4021,-13.7587,2.893,2.2835,-7.5866,5.7792,-2.6856,-6.1721,-2.8863,-1.4209,0.4154,0.4129,0.0,-7.0,-27.8,-28.5,187.22,49.62,-23.05,0.4,55.97,,,,NaN,,,,0 / 0,1312,2014-12-14 04:40:06:835
