ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.4021,-9.9243,-0.1863,0.7661,-9.7608,-0.5567,-0.3641,-0.1635,0.3704,0.0195,0.0024,-0.0086,0.0,-10.5,-18.9,6.5,180.87,84.5,-125.98,,56.394,,,,NaN,,,,0 / 0,13,2014-12-14 04:41:58:536
0.4805,-9.9341,-0.2256,0.7667,-9.7607,-0.5572,-0.2862,-0.1734,0.3316,0.0257,0.0061,-0.0061,0.0,-11.0,-18.9,7.5,179.98,84.45,-126.01,,56.394,,,,NaN,,,,0 / 0,62,2014-12-14 04:41:58:585
0.5001,-9.9538,-0.1863,0.7685,-9.7606,-0.5579,-0.2684,-0.1932,0.3715,0.0269,0.011,-0.0037,0.0,-11.0,-19.3,7.0,179.98,84.45,-126.01,,56.394,,,,NaN,,,,0 / 0,112,2014-12-14 04:41:58:635
0.5001,-9.9047,-0.2157,0.786,-9.7593,-0.5549,-0.2859,-0.1454,0.3392,0.0208,0.0403,-0.0061,0.0,-11.0,-18.9,7.0,179.63,84.38,-125.61,,56.394,,,,NaN,,,,0 / 0,162,2014-12-14 04:41:58:685
0.4413,-9.9047,-0.1471,0.7863,-9.7592,-0.5562,-0.3253,-0.1651,0.4679,0.0134,0.0244,-0.0012,0.0,-11.0,-18.9,6.5,182.46,84.36,-125.28,,56.394,,,,NaN,,,,0 / 0,213,2014-12-14 04:41:58:736
0.4413,-9.9439,-0.1667,0.7831,-9.7605,-0.5388,-0.3418,-0.1835,0.3721,0.0513,-0.0024,-0.0183,0.0,-11.0,-18.9,7.9,178.68,84.44,-124.53,,38.991,,,,NaN,,,,0 / 0,262,2014-12-14 04:41:58:785
0.5296,-9.993,-0.0785,0.7875,-9.7604,-0.5336,-0.2579,-0.2326,0.4551,0.0403,0.0281,-0.0037,0.0,-10.5,-18.4,7.0,178.68,84.44,-124.53,,38.991,,,,NaN,,,,0 / 0,313,2014-12-14 04:41:58:836
0.4315,-10.0028,-0.0686,0.7942,-9.7608,-0.5169,-0.3627,-0.242,0.4482,0.0525,0.0073,-0.0049,0.0,-10.5,-19.3,7.5,175.08,84.45,-123.05,,38.991,,,,NaN,,,,0 / 0,369,2014-12-14 04:41:58:892
0.4315,-10.0028,-0.0686,0.7942,-9.7608,-0.5169,-0.3627,-0.242,0.4482,0.0525,0.0073,-0.0049,0.0,-10.5,-19.3,7.5,175.08,84.45,-123.05,,38.991,,,,NaN,,,,0 / 0,412,2014-12-14 04:41:58:935
0.4021,-9.8753,-0.2746,0.7983,-9.7611,-0.5048,-0.3962,-0.1142,0.2302,0.0415,-0.0049,-0.0098,0.0,-11.0,-18.9,7.5,176.71,84.47,-122.31,,38.991,,,,NaN,,,,0 / 0,462,2014-12-14 04:41:58:985
0.6963,-9.8949,0.0392,0.8235,-9.7595,-0.4935,-0.1272,-0.1354,0.5327,0.0269,0.0147,-0.022,0.0,-11.0,-19.3,7.5,175.5,84.38,-120.93,,38.991,,,,NaN,,,,0 / 0,512,2014-12-14 04:41:59:035
0.7061,-9.9145,0.049,0.8339,-9.759,-0.4872,-0.1278,-0.1555,0.5362,0.0171,0.0269,-0.0244,0.0,-11.4,-19.3,7.0,175.5,84.38,-120.93,,38.991,,,,NaN,,,,0 / 0,562,2014-12-14 04:41:59:085
0.4609,-9.8753,0.1177,0.8864,-9.7556,-0.4612,-0.4255,-0.1197,0.5789,0.0342,0.1723,-0.0635,0.0,-11.0,-18.9,7.0,175.96,84.21,-117.86,,38.991,,,,NaN,,,,0 / 0,612,2014-12-14 04:41:59:135
0.2746,-9.9341,0.304,0.9063,-9.7546,-0.4435,-1.3348,-0.3456,0.6609,-0.0318,0.1784,-0.0977,0.0,-11.4,-19.3,7.0,175.64,84.15,-117.49,,38.991,,,,NaN,,,,0 / 0,663,2014-12-14 04:41:59:186
-0.8924,-10.2087,0.3432,0.7273,-9.7711,-0.4086,-1.4138,-0.5847,1.0558,0.1417,0.1723,-0.2065,0.0,-11.8,-19.3,7.0,174.57,84.54,-117.61,,36.626,,,,NaN,,,,0 / 0,713,2014-12-14 04:41:59:236
-0.8924,-10.2087,0.3432,0.7273,-9.7711,-0.4086,-1.4138,-0.5847,1.0558,0.1417,0.1723,-0.2065,0.0,-11.8,-19.3,7.0,174.57,84.54,-117.61,,36.626,,,,NaN,,,,0 / 0,763,2014-12-14 04:41:59:286
0.1471,-10.6402,1.8731,0.6572,-9.7827,-0.1942,-0.5101,-0.8575,2.0672,0.3323,0.1735,-0.1478,0.0,-11.8,-19.3,6.0,170.78,85.99,-106.46,,36.626,,,,NaN,,,,0 / 0,812,2014-12-14 04:41:59:335
-0.5001,-12.425,3.7167,0.5326,-9.7323,1.0815,-0.6208,-3.8205,2.9589,1.6457,0.4484,0.3726,0.0,-11.8,-20.2,3.1,112.66,82.94,-26.22,,36.626,,,,NaN,,,,0 / 0,862,2014-12-14 04:41:59:385
1.3141,-13.9058,4.5601,0.5768,-9.3974,2.7436,0.7373,-4.5085,1.8165,2.7672,-0.4166,0.3152,0.0,-11.0,-20.6,-3.8,112.66,82.94,-26.22,,36.626,,,,NaN,,,,0 / 0,913,2014-12-14 04:41:59:436
1.5691,-12.0622,2.5203,0.6127,-9.0935,3.6197,0.9564,-2.9686,-1.0994,2.3421,-0.8173,0.3848,0.0,-10.5,-21.9,-6.7,151.76,68.02,-9.61,,36.626,,,,NaN,,,,0 / 0,963,2014-12-14 04:41:59:486
