ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.8757,-11.5899,2.968,0.1068,-9.8051,0.1387,0.6814,-0.9862,1.8614,-6.01,52.71,9.01,116.49,89.66,-84.31,0.0,70.455,35.178364,126.90843,,NaN,,154.8387,,0 / 22,4,2014-12-14 14:45:53:433
3.6575,-11.724,5.6885,0.7208,-9.7209,1.0747,3.5025,-1.2421,4.7131,-6.01,53.09,7.64,42.6,82.42,-33.85,0.0,70.455,35.178364,126.90843,,NaN,,154.8387,,0 / 22,54,2014-12-14 14:45:53:483
2.5654,-12.5861,3.5428,0.9413,-9.6682,1.3458,3.4247,-1.0126,4.2451,-7.51,54.53,6.39,42.6,82.42,-33.85,0.0,61.045,35.178364,126.90843,,NaN,,154.8387,,0 / 22,104,2014-12-14 14:45:53:533
1.6267,-13.7547,0.7648,1.2735,-9.612,1.4689,1.3131,-4.0253,-0.4032,-10.82,54.9,0.45,53.55,80.36,-34.97,0.0,61.045,35.178364,126.90843,,NaN,,154.8387,,0 / 22,154,2014-12-14 14:45:53:583
0.0557,-11.1875,0.8415,1.2362,-9.6271,1.4007,-0.437,-1.5324,-0.9137,-13.01,54.15,-1.8,84.12,78.57,-40.92,0.0,61.045,35.178364,126.90843,,NaN,,154.8387,,0 / 22,204,2014-12-14 14:45:53:633
-0.0018,-8.6586,1.8568,0.9287,-9.6594,1.4159,-1.0869,2.2311,0.3451,-17.07,54.15,-10.8,145.14,79.94,-38.17,0.0,61.045,35.178364,126.90843,,NaN,,154.8387,,0 / 22,254,2014-12-14 14:45:53:683
0.1515,-7.7199,2.3167,0.8831,-9.6541,1.4793,-0.9356,2.4923,0.6245,-19.32,54.53,-13.36,145.14,79.94,-38.17,0.0,61.045,35.178364,126.90843,,NaN,,154.8387,,0 / 22,304,2014-12-14 14:45:53:733
0.0557,-5.5933,1.9335,0.7482,-9.6199,1.7514,-0.7817,3.956,0.2056,-23.01,52.34,-16.11,142.25,79.88,-30.84,0.0,61.045,35.178364,126.90843,,NaN,,154.8387,,0 / 22,354,2014-12-14 14:45:53:783
-0.1742,-4.8653,1.8568,0.7224,-9.6119,1.8056,-0.663,4.0906,0.0164,-23.7,51.21,-18.3,136.09,78.8,-23.13,0.0,61.045,35.178364,126.90843,,NaN,,154.8387,,0 / 22,404,2014-12-14 14:45:53:833
0.3239,-4.3672,2.1825,0.6104,-9.5558,2.1176,-0.1436,3.8058,0.4089,-24.07,52.71,-17.17,124.53,77.99,-18.09,0.0,69.151,35.178364,126.90843,,NaN,,154.8387,,0 / 22,454,2014-12-14 14:45:53:883
