ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.3047,-9.6932,-0.0781,-0.0385,-9.7991,-0.3832,0.2675,-0.095,0.3349,-4.88,51.15,6.51,241.79,87.51,170.84,0.0,71.195,35.178284,126.90852,,NaN,,193.54839,,0 / 22,3,2014-12-14 14:46:29:525
0.4197,-9.6549,-0.0015,-0.0112,-9.8,-0.3601,0.3763,0.0675,0.3221,-5.26,51.53,9.64,218.91,87.75,174.27,0.0,54.322,35.178284,126.90852,,NaN,,193.54839,,0 / 22,53,2014-12-14 14:46:29:575
0.6304,-9.789,0.1134,0.1105,-9.8023,-0.2706,0.5259,-0.1343,0.3665,-4.88,52.65,7.08,218.91,87.75,174.27,0.0,54.322,35.178284,126.90852,,NaN,,193.54839,,0 / 22,103,2014-12-14 14:46:29:625
0.822,-10.1338,1.2438,0.1444,-9.8027,-0.2364,0.4693,-0.0833,0.4711,-6.01,51.15,7.08,201.94,88.29,-157.8,0.0,54.322,35.178284,126.90852,,NaN,,193.54839,,0 / 22,153,2014-12-14 14:46:29:675
0.937,-10.5936,1.9335,0.2178,-9.8038,-0.0875,0.5569,-0.3688,1.2237,-6.38,50.78,8.95,201.94,88.29,-157.8,0.0,54.322,35.178284,126.90852,,NaN,,193.54839,,0 / 22,203,2014-12-14 14:46:29:725
2.1823,-11.7814,3.2171,0.4176,-9.7917,0.3456,1.437,-1.458,2.369,-5.63,51.9,6.39,153.76,88.63,-111.89,0.0,54.322,35.178284,126.90852,,NaN,,193.54839,,0 / 22,253,2014-12-14 14:46:29:775
2.9869,-11.1875,3.083,0.6553,-9.7577,0.7274,1.9906,-2.1483,3.064,-7.88,52.28,7.2,83.6,86.83,-50.39,0.0,54.322,35.178284,126.90852,,NaN,,193.54839,,0 / 22,303,2014-12-14 14:46:29:825
2.3164,-13.8122,1.7227,1.0484,-9.6755,1.2065,0.8354,-1.1629,1.997,-11.88,52.96,1.95,77.17,80.62,-40.99,0.0,54.322,35.178284,126.90852,,NaN,,193.54839,,0 / 22,353,2014-12-14 14:46:29:875
-0.2892,-10.153,1.148,1.1465,-9.665,1.2014,-0.6156,-0.1379,-0.3167,-14.51,54.46,-4.74,121.48,80.13,-43.75,0.0,62.323,35.178284,126.90852,,NaN,,193.54839,,0 / 22,403,2014-12-14 14:46:29:925
0.4389,-9.5591,1.6653,1.0702,-9.6697,1.2337,-1.3772,1.2211,0.3584,-17.45,51.53,-5.92,121.48,80.13,-43.75,0.0,62.323,35.178284,126.90852,,NaN,,193.54839,,0 / 22,453,2014-12-14 14:46:29:975
0.6496,-8.4096,2.1634,0.9957,-9.6692,1.298,-0.6172,1.1825,0.3484,-18.51,54.09,-12.17,152.03,80.41,-40.94,0.0,62.323,35.178284,126.90852,,NaN,,193.54839,,0 / 22,503,2014-12-14 14:46:30:025
