ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.2168,-10.7469,2.968,0.4949,-9.788,0.346,2.0648,-1.185,2.2852,-2.7,55.96,7.08,88.14,88.58,-77.94,0.0,61.543,35.17811,126.90879,,NaN,,140.32257,,0 / 21,2,2014-12-14 14:47:33:171
3.3318,-12.0688,4.3474,0.9552,-9.7236,0.8422,2.1582,-1.0977,2.519,-4.2,55.96,6.2,46.57,83.8,-50.34,0.0,61.543,35.17811,126.90879,,NaN,,140.32257,,0 / 21,53,2014-12-14 14:47:33:222
2.8911,-12.5095,1.8185,1.209,-9.6529,1.2367,2.0751,-1.6072,2.8051,-8.26,55.59,2.95,50.33,79.84,-44.35,0.0,61.543,35.17811,126.90879,,NaN,,140.32257,,0 / 21,102,2014-12-14 14:47:33:271
3.3509,-15.6323,0.4008,1.4642,-9.6249,1.1782,2.0753,-4.3426,-1.1058,-10.07,55.59,2.01,50.33,79.84,-44.35,0.0,61.543,35.17811,126.90879,,NaN,,140.32257,,0 / 21,152,2014-12-14 14:47:33:321
-0.9597,-9.6166,1.4928,1.4031,-9.6427,1.1046,-0.8517,-1.4951,-0.3691,-15.26,55.59,-5.36,78.89,78.95,-51.18,0.0,61.543,35.17811,126.90879,,NaN,,140.32257,,0 / 21,202,2014-12-14 14:47:33:371
-0.8256,-10.0189,2.5465,1.0339,-9.6799,1.1834,-1.9268,1.1244,0.8114,-15.95,56.34,-9.74,155.74,80.58,-45.56,0.0,61.543,35.17811,126.90879,,NaN,,140.32257,,0 / 21,252,2014-12-14 14:47:33:421
-0.8256,-7.3559,2.0293,0.8253,-9.6813,1.3272,-1.777,2.3758,0.7363,-18.57,54.9,-12.49,152.74,80.78,-41.14,0.0,68.474,35.17811,126.90879,,NaN,,140.32257,,0 / 21,303,2014-12-14 14:47:33:472
-0.8831,-5.555,1.6078,0.5652,-9.6752,1.4972,-1.4931,4.2149,0.1013,-21.51,53.78,-18.17,152.74,80.78,-41.14,0.0,68.474,35.17811,126.90879,,NaN,,140.32257,,0 / 21,352,2014-12-14 14:47:33:521
0.6113,-4.2714,2.0101,0.4517,-9.6645,1.601,-0.8687,4.8077,-0.0034,-22.57,52.65,-18.92,140.04,80.61,-20.68,0.0,68.474,35.17811,126.90879,,NaN,,140.32257,,0 / 21,402,2014-12-14 14:47:33:571
1.6458,-4.348,2.4316,0.5549,-9.6093,1.8772,1.009,4.0446,0.7332,-23.7,53.78,-17.8,124.86,79.31,-14.56,0.0,68.474,35.17811,126.90879,,NaN,,140.32257,,0 / 21,452,2014-12-14 14:47:33:621
0.3239,-4.712,3.6003,0.7911,-9.5418,2.1208,1.2077,3.0184,0.8665,-23.7,54.53,-14.36,115.07,76.65,-20.46,0.0,68.474,35.17811,126.90879,,NaN,,140.32257,,0 / 21,502,2014-12-14 14:47:33:671
5.1135,-11.3791,4.9605,1.0172,-9.2821,2.9965,1.9808,-1.1572,6.479,-22.2,58.21,-13.86,115.07,76.65,-20.46,0.0,68.474,35.17811,126.90879,,NaN,,140.32257,,0 / 21,552,2014-12-14 14:47:33:721
0.9944,-10.1721,-1.3043,1.2664,-9.2936,2.8628,0.8123,-5.7179,0.3993,-20.38,58.21,-4.49,73.42,71.17,-18.75,0.0,69.116,35.17811,126.90879,,NaN,,140.32257,,0 / 21,602,2014-12-14 14:47:33:771
1.8566,-12.8735,-0.1548,1.3046,-9.487,2.1131,0.6915,-2.9506,-2.6661,-17.45,60.03,-0.24,60.01,74.13,-28.39,0.0,69.116,35.17811,126.90879,,NaN,,140.32257,,0 / 21,652,2014-12-14 14:47:33:821
-2.1858,-9.674,1.0522,1.2466,-9.5242,1.9764,-0.3674,-2.1274,0.5635,-14.88,60.4,8.07,52.32,76.21,-32.24,0.0,69.116,35.17811,126.90879,,NaN,,140.32257,,0 / 21,702,2014-12-14 14:47:33:871
-0.2508,-10.6703,0.669,0.7388,-9.6027,1.8474,-2.2855,-0.9698,-1.3129,-13.01,61.15,9.26,52.32,76.21,-32.24,0.0,69.116,35.17811,126.90879,,NaN,,140.32257,,0 / 21,752,2014-12-14 14:47:33:921
1.6458,-9.4825,-1.9557,0.722,-9.6437,1.627,0.2152,0.2197,-1.8731,-7.51,59.65,14.83,36.67,78.29,-21.8,0.0,69.116,35.17811,126.90879,,NaN,,140.32257,,0 / 21,802,2014-12-14 14:47:33:971
2.3164,-9.7315,-1.3234,0.9316,-9.7102,1.0071,1.4567,-0.3643,-2.6852,-4.95,58.21,19.08,34.87,81.43,-34.44,0.0,69.116,35.17811,126.90879,,NaN,,140.32257,,0 / 21,852,2014-12-14 14:47:34:021
1.5309,-8.8502,0.1518,1.083,-9.7174,0.7547,0.781,0.6063,-1.5761,-1.95,55.96,23.33,46.58,82.26,-55.13,0.0,70.35,35.17811,126.90879,,NaN,,140.32257,,0 / 21,902,2014-12-14 14:47:34:071
0.6304,-9.31,0.6882,1.1921,-9.7105,0.675,0.426,-0.361,0.0659,-0.13,55.96,23.76,46.58,82.26,-55.13,0.0,70.35,35.17811,126.90879,,NaN,,140.32257,,0 / 21,952,2014-12-14 14:47:34:121
0.5155,-9.7315,0.056,1.14,-9.7155,0.6928,-0.4701,0.0538,0.0857,2.43,53.03,27.26,48.2,81.97,-60.48,0.0,70.35,35.17811,126.90879,,NaN,,140.32257,,0 / 21,1002,2014-12-14 14:47:34:171
1.5117,-11.724,-1.3043,1.0506,-9.7385,0.4776,-0.0294,-1.1221,-1.3836,3.93,53.03,29.95,45.01,82.91,-61.21,0.0,70.35,35.17811,126.90879,,NaN,,140.32257,,0 / 21,1052,2014-12-14 14:47:34:221
-1.1513,-15.0767,-1.0361,1.0457,-9.7487,0.1997,-0.0436,-1.924,-2.1649,6.12,51.59,29.76,45.01,82.91,-61.21,0.0,70.35,35.17811,126.90879,,NaN,,140.32257,,0 / 21,1102,2014-12-14 14:47:34:271
3.5233,-17.4331,4.5007,0.8702,-9.7623,0.3314,1.7873,-7.0551,2.3386,7.99,51.53,30.2,56.54,83.77,-79.19,0.0,70.35,35.17811,126.90879,,NaN,,140.32257,,0 / 21,1152,2014-12-14 14:47:34:321
