ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.2281,-9.9231,0.9181,0.133,-9.8044,-0.1625,0.0351,-0.1539,0.7275,-4.95,49.03,2.83,231.33,88.31,-161.32,0.0,71.627,35.17815,126.908745,,NaN,,135.48387,,0 / 22,6,2014-12-14 14:45:22:527
0.2281,-10.3446,1.9526,0.1509,-9.8052,0.0734,0.1218,-0.6222,1.8357,-4.2,50.09,0.89,227.77,88.77,-140.71,0.0,71.627,35.17815,126.908745,,NaN,,135.48387,,0 / 22,54,2014-12-14 14:45:22:575
5.0943,-10.5553,3.083,0.5295,-9.7801,0.4894,2.9759,-0.4772,2.2661,-4.95,49.03,2.08,97.33,88.33,-44.35,0.0,58.761,35.17815,126.908745,,NaN,,135.48387,,0 / 22,105,2014-12-14 14:45:22:626
5.056,-11.0726,4.5007,1.1259,-9.7023,0.8759,4.2222,-0.8434,3.1509,-6.38,48.65,0.39,97.33,88.33,-44.35,0.0,58.761,35.17815,126.908745,,NaN,,135.48387,,0 / 22,154,2014-12-14 14:45:22:675
2.6037,-13.9463,2.2975,1.387,-9.6103,1.3741,1.7546,-3.4965,3.6588,-8.95,50.09,-1.92,103.81,81.64,-52.12,0.0,58.761,35.17815,126.908745,,NaN,,135.48387,,0 / 22,204,2014-12-14 14:45:22:725
1.5117,-13.5632,1.6844,1.4377,-9.593,1.4417,0.8618,-3.2706,0.3277,-14.51,49.03,-6.49,124.23,78.02,-44.92,0.0,58.761,35.17815,126.908745,,NaN,,135.48387,,0 / 22,254,2014-12-14 14:45:22:775
0.0174,-10.1147,2.5657,1.1096,-9.6429,1.3977,-2.1532,0.7143,0.2414,-15.63,50.09,-10.99,124.23,78.02,-44.92,0.0,58.761,35.17815,126.908745,,NaN,,135.48387,,0 / 22,304,2014-12-14 14:45:22:825
0.1515,-8.9077,2.0676,0.9879,-9.6406,1.5013,-1.0787,1.7092,0.4297,-18.95,47.9,-16.42,159.39,79.52,-38.45,0.0,58.761,35.17815,126.908745,,NaN,,135.48387,,0 / 22,354,2014-12-14 14:45:22:875
-0.6149,-6.283,1.627,0.7728,-9.636,1.6492,-1.2284,2.4761,0.4134,-20.38,46.78,-18.17,154.38,79.38,-30.8,0.0,70.097,35.17815,126.908745,,NaN,,135.48387,,0 / 22,404,2014-12-14 14:45:22:925
-0.3083,-4.1948,1.1863,0.6793,-9.6367,1.6859,-0.9493,4.5555,-0.5621,-23.32,45.34,-21.24,144.99,79.32,-21.95,0.0,70.097,35.17815,126.908745,,NaN,,135.48387,,0 / 22,454,2014-12-14 14:45:22:975
0.0174,-3.3518,1.3779,0.5765,-9.623,1.799,-0.5721,5.1206,-0.2524,-23.7,46.78,-21.42,144.99,79.32,-21.95,0.0,70.097,35.17815,126.908745,,NaN,,135.48387,,0 / 22,504,2014-12-14 14:45:23:025
-0.1742,-3.7924,0.6116,0.5889,-9.6045,1.8914,-0.1885,4.3342,-0.3948,-23.7,46.78,-22.55,141.1,78.89,-17.77,0.0,70.097,35.17815,126.908745,,NaN,,135.48387,,0 / 22,554,2014-12-14 14:45:23:075
9.7115,-12.9309,13.0836,1.3316,-9.3013,2.8077,8.5163,-4.7305,6.1434,-23.7,49.71,-12.17,111.64,78.31,-16.43,0.0,70.097,35.17815,126.908745,,NaN,,135.48387,,0 / 22,604,2014-12-14 14:45:23:125
0.3047,-10.2296,-4.1397,1.5013,-9.3722,2.4654,1.1267,-6.0655,0.793,-21.88,53.03,-8.67,111.64,78.31,-16.43,0.0,70.097,35.17815,126.908745,,NaN,,135.48387,,0 / 22,654,2014-12-14 14:45:23:175
1.5309,-13.2375,0.5349,1.3813,-9.5609,1.6886,0.0381,-4.1307,-1.226,-18.57,54.9,-1.3,87.94,72.88,-31.34,0.0,70.097,35.17815,126.908745,,NaN,,135.48387,,0 / 22,704,2014-12-14 14:45:23:225
-0.6915,-8.5054,2.2209,1.3109,-9.5836,1.6144,-0.2676,-0.0296,0.757,-17.45,54.53,0.64,79.74,77.15,-39.28,0.0,68.393,35.17815,126.908745,,NaN,,135.48387,,0 / 22,755,2014-12-14 14:45:23:276
1.6458,-10.4978,0.6307,0.9474,-9.6317,1.5822,-1.2473,-0.3765,-1.0678,-14.51,54.9,7.14,61.96,77.79,-35.59,0.0,68.393,35.17815,126.908745,,NaN,,135.48387,,0 / 22,804,2014-12-14 14:45:23:325
1.5309,-9.4825,-0.1356,1.0371,-9.6493,1.4091,0.7434,-0.2324,-1.2112,-12.63,54.53,11.07,61.96,77.79,-35.59,0.0,68.393,35.17815,126.908745,,NaN,,135.48387,,0 / 22,854,2014-12-14 14:45:23:375
1.914,-9.0226,-0.3655,1.0664,-9.6909,1.0585,0.3002,0.5073,-1.4513,-8.63,54.53,14.32,48.54,79.72,-36.35,0.0,68.393,35.17815,126.908745,,NaN,,135.48387,,0 / 22,904,2014-12-14 14:45:23:425
2.144,-9.4825,0.8223,1.2137,-9.6847,0.9509,0.9532,-0.1456,-0.2217,-5.63,56.03,14.76,45.11,81.19,-45.21,0.0,68.393,35.17815,126.908745,,NaN,,135.48387,,0 / 22,954,2014-12-14 14:45:23:475
1.0519,-9.4441,0.8606,1.2245,-9.6792,0.992,0.201,-0.3547,0.6047,-5.32,53.09,17.95,45.11,81.19,-45.21,0.0,68.393,35.17815,126.908745,,NaN,,135.48387,,0 / 22,1004,2014-12-14 14:45:23:525
0.8987,-9.2334,-0.8636,1.1564,-9.7033,0.8244,-0.2085,0.167,-1.5644,-2.32,53.03,21.2,47.09,80.75,-50.99,0.0,70.099,35.17815,126.908745,,NaN,,135.48387,,0 / 22,1054,2014-12-14 14:45:23:575
2.0673,-10.7277,-1.1319,1.1595,-9.7144,0.6754,0.0472,-0.1868,-2.0277,-0.51,51.96,23.33,44.08,81.67,-54.51,0.0,70.099,35.17815,126.908745,,NaN,,135.48387,,0 / 22,1104,2014-12-14 14:45:23:625
-1.477,-11.1684,-3.2776,1.1946,-9.7327,0.1314,-1.25,-1.1484,-2.2587,2.05,50.09,24.39,54.71,82.24,-72.53,0.0,70.099,35.17815,126.908745,,NaN,,135.48387,,0 / 22,1154,2014-12-14 14:45:23:675
