ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.3431,-10.1913,1.5886,-0.1117,-9.7991,-0.3693,0.5661,-0.1003,0.8107,-6.01,51.53,8.33,249.96,86.88,158.45,0.0,66.91,35.178223,126.90864,,NaN,,145.1613,,0 / 21,3,2014-12-14 14:47:04:297
1.7033,-10.8235,2.0676,0.0626,-9.8061,0.0863,0.8485,-1.054,1.9998,-4.88,51.15,8.7,220.85,88.9,171.76,0.0,66.91,35.178223,126.90864,,NaN,,145.1613,,0 / 21,53,2014-12-14 14:47:04:347
1.7799,-10.881,2.3167,0.2792,-9.7966,0.345,1.4792,-0.8423,1.8168,-4.57,53.03,8.07,58.48,87.41,-38.98,0.0,66.91,35.178223,126.90864,,NaN,,145.1613,,0 / 21,103,2014-12-14 14:47:04:397
3.5425,-11.5132,4.0601,0.6132,-9.7572,0.7688,3.033,-2.4816,3.79,-7.88,52.65,6.51,58.48,87.41,-38.98,0.0,66.91,35.178223,126.90864,,NaN,,145.1613,,0 / 21,153,2014-12-14 14:47:04:447
2.8145,-13.0459,2.2017,1.0089,-9.6852,1.1613,2.6722,-1.1363,2.7558,-10.82,54.84,2.76,57.7,80.97,-40.98,0.0,66.91,35.178223,126.90864,,NaN,,145.1613,,0 / 21,203,2014-12-14 14:47:04:497
1.7799,-13.7547,0.2092,1.2825,-9.6403,1.2611,0.7387,-2.8468,-0.9275,-12.63,55.59,-0.05,78.63,79.4,-40.59,0.0,66.91,35.178223,126.90864,,NaN,,145.1613,,0 / 21,253,2014-12-14 14:47:04:547
-0.9214,-9.6932,1.6844,1.1065,-9.678,1.1323,-2.1226,1.4005,-0.7082,-15.57,56.71,-2.86,78.63,79.4,-40.59,0.0,64.074,35.178223,126.90864,,NaN,,145.1613,,0 / 21,303,2014-12-14 14:47:04:597
-0.8639,-7.1068,2.2592,0.8528,-9.6917,1.2305,-0.9669,2.323,0.2688,-19.26,54.46,-10.99,149.68,80.71,-44.34,0.0,64.074,35.178223,126.90864,,NaN,,145.1613,,0 / 21,353,2014-12-14 14:47:04:647
-0.749,-6.7237,2.1442,0.8528,-9.6917,1.2305,-0.9669,2.323,0.2688,-22.95,54.09,-16.24,151.05,81.22,-34.72,0.0,64.074,35.178223,126.90864,,NaN,,145.1613,,0 / 21,403,2014-12-14 14:47:04:697
-0.1934,-5.5167,1.9335,0.5141,-9.6605,1.6065,-0.8071,3.7472,0.3887,-23.7,52.65,-16.74,151.05,81.22,-34.72,0.0,64.074,35.178223,126.90864,,NaN,,145.1613,,0 / 21,453,2014-12-14 14:47:04:747
