ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.4389,-9.5399,0.1709,0.3745,-9.7988,-0.1171,0.2551,0.1931,0.2719,-4.95,52.71,8.01,143.55,87.97,-118.37,0.0,58.339,35.17839,126.90839,,NaN,,154.8387,,0 / 22,3,2014-12-14 14:44:20:398
0.2473,-10.6319,1.7802,0.378,-9.7992,-0.0591,0.0077,-0.2641,0.4697,-4.95,50.84,7.58,143.55,87.97,-118.37,0.0,58.339,35.17839,126.90839,,NaN,,154.8387,,0 / 22,53,2014-12-14 14:44:20:448
1.0519,-11.5515,3.6003,0.3663,-9.795,0.3062,0.2014,-1.2849,2.4287,-6.01,52.71,7.2,122.48,87.76,-98.89,0.0,58.339,35.17839,126.90839,,NaN,,154.8387,,0 / 22,103,2014-12-14 14:44:20:498
4.4813,-11.8198,5.0946,0.6715,-9.7242,1.0765,2.8379,-1.9457,4.2583,-6.76,53.78,4.76,77.81,87.21,-50.1,0.0,58.339,35.17839,126.90839,,NaN,,154.8387,,0 / 22,153,2014-12-14 14:44:20:548
4.2705,-11.6857,3.5811,1.0913,-9.6318,1.4857,3.2319,-1.193,2.8672,-8.63,52.71,2.95,63.21,82.57,-31.95,0.0,58.339,35.17839,126.90839,,NaN,,154.8387,,0 / 22,203,2014-12-14 14:44:20:598
1.1477,-12.7585,0.1709,1.4391,-9.584,1.4987,3.2325,-3.3894,-0.324,-9.32,55.65,1.2,63.21,82.57,-43.84,0.0,58.339,35.17839,126.90839,,NaN,,154.8387,,0 / 22,253,2014-12-14 14:44:20:648
-0.3275,-9.0226,1.8377,1.3473,-9.6321,1.2561,-2.4446,1.407,-1.2831,-14.88,53.78,-6.92,87.53,77.77,-43.84,0.0,67.688,35.17839,126.90839,,NaN,,154.8387,,0 / 22,303,2014-12-14 14:44:20:698
-0.4807,-7.8348,2.24,1.1906,-9.6309,1.4134,-1.4721,1.281,1.2872,-16.7,54.9,-11.67,164.15,79.17,-47.01,0.0,67.688,35.17839,126.90839,,NaN,,154.8387,,0 / 22,353,2014-12-14 14:44:20:748
0.458,-7.5091,1.876,0.9625,-9.6284,1.5929,-0.7608,2.8545,0.2026,-20.38,53.03,-17.3,149.93,79.06,-31.14,0.0,67.688,35.17839,126.90839,,NaN,,154.8387,,0 / 22,403,2014-12-14 14:44:20:798
-0.8064,-3.4476,0.7457,0.8782,-9.6223,1.6767,-1.3437,4.4245,-0.042,-21.51,50.46,-17.67,149.93,79.06,-31.14,0.0,67.688,35.17839,126.90839,,NaN,,154.8387,,0 / 22,453,2014-12-14 14:44:20:848
-0.5382,-2.3556,0.8223,0.6527,-9.6326,1.7198,-1.4191,5.8717,-0.9317,-23.32,49.03,-21.36,148.37,78.87,-27.64,0.0,67.688,35.17839,126.90839,,NaN,,154.8387,,0 / 22,503,2014-12-14 14:44:20:898
-1.5153,-2.3172,-0.6529,0.5373,-9.6326,1.7591,-0.8817,5.4412,-0.7317,-24.07,51.59,-19.8,137.9,79.19,-20.78,0.0,67.688,35.17839,126.90839,,NaN,,154.8387,,0 / 22,553,2014-12-14 14:44:20:948
-0.7298,-15.9579,1.9526,1.3616,-9.2584,2.9324,11.3361,-7.435,7.7774,-24.07,53.09,-11.92,110.5,79.53,-14.2,0.0,67.688,35.17839,126.90839,,NaN,,154.8387,,0 / 22,603,2014-12-14 14:44:20:998
2.6421,-9.6166,1.6078,1.1712,-9.3594,2.6834,-1.1649,-6.8443,2.2717,-21.51,56.71,-9.92,110.5,79.53,-14.2,0.0,69.593,35.17839,126.90839,,NaN,,154.8387,,0 / 22,653,2014-12-14 14:44:21:048
2.9869,-12.5669,0.9756,1.093,-9.5091,2.1338,0.4233,-5.7576,-0.9379,-17.82,59.34,-0.49,77.65,74.59,-23.46,0.0,69.593,35.17839,126.90839,,NaN,,154.8387,,0 / 22,703,2014-12-14 14:44:21:098
0.9944,-7.4325,2.1825,1.2492,-9.5333,1.9305,1.8416,-0.8172,-0.4892,-15.95,59.34,2.83,62.53,76.44,-32.91,0.0,69.593,35.17839,126.90839,,NaN,,154.8387,,0 / 22,753,2014-12-14 14:44:21:148
1.4159,-10.9385,1.6844,1.0882,-9.5582,1.9043,-0.8176,-0.5677,-0.4405,-13.38,60.4,7.83,62.53,76.44,-32.91,0.0,69.593,35.17839,126.90839,,NaN,,154.8387,,0 / 22,803,2014-12-14 14:44:21:198
0.209,-9.1759,-1.6491,1.0975,-9.5637,1.8714,-0.2332,-0.7268,-0.4163,-11.57,58.96,11.45,44.17,77.22,-30.39,0.0,69.593,35.17839,126.90839,,NaN,,154.8387,,0 / 22,853,2014-12-14 14:44:21:248
0.9753,-9.3867,-2.1089,0.9575,-9.6715,1.3101,-0.2173,0.2409,-3.2703,-9.7,58.96,13.26,44.17,77.22,-30.39,0.0,69.593,35.17839,126.90839,,NaN,,154.8387,,0 / 22,903,2014-12-14 14:44:21:298
0.5921,-9.6357,1.148,1.0243,-9.7044,0.972,0.2932,0.3236,-1.9865,-5.63,56.03,19.26,41.75,80.48,-36.16,0.0,70.378,35.17839,126.90839,,NaN,,154.8387,,0 / 22,953,2014-12-14 14:44:21:348
1.1094,-10.0572,0.6882,0.9398,-9.7139,0.9632,-0.4882,0.1448,0.0909,-5.32,55.65,21.33,46.8,81.96,-48.54,0.0,70.378,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1003,2014-12-14 14:44:21:398
2.1056,-9.8848,0.7648,1.0012,-9.708,0.9606,0.5765,-0.1509,0.305,-1.26,54.53,24.7,46.8,81.96,-48.54,0.0,70.378,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1053,2014-12-14 14:44:21:448
1.8757,-9.8656,-0.9786,1.1617,-9.6997,0.8582,1.1079,-0.2402,-1.0351,0.62,53.78,27.83,35.31,81.87,-46.19,0.0,70.378,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1103,2014-12-14 14:44:21:498
0.7837,-10.996,-2.1281,1.1743,-9.7167,0.614,0.0499,-0.8808,-1.6448,3.18,53.03,28.26,45.96,82.23,-62.4,0.0,70.378,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1153,2014-12-14 14:44:21:548
-1.6302,-17.414,-1.9748,0.9236,-9.7618,0.159,-2.5488,-3.0467,-2.249,4.3,52.34,28.95,45.96,82.23,-62.4,0.0,70.378,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1203,2014-12-14 14:44:21:598
2.8336,-16.2836,2.4508,0.6785,-9.7832,0.0011,0.1056,-6.568,-0.2671,6.12,51.96,29.51,60.85,84.52,-80.23,0.0,70.378,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1254,2014-12-14 14:44:21:649
9.6348,-12.5669,2.7956,0.827,-9.7646,0.372,1.2354,-3.3508,3.7836,5.74,53.4,29.51,60.85,84.52,-80.23,0.0,66.355,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1303,2014-12-14 14:44:21:698
-3.9675,-15.0767,-1.0744,1.2745,-9.6916,0.7871,5.7581,-0.1129,3.1722,0.99,60.78,22.33,46.67,84.69,-65.78,0.0,66.355,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1353,2014-12-14 14:44:21:748
0.6304,-13.9463,-3.2201,1.1901,-9.7285,0.331,-0.9876,-1.0488,-3.6097,-0.51,63.71,17.89,42.98,80.1,-64.14,0.0,66.355,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1403,2014-12-14 14:44:21:798
-0.9214,-12.2796,-0.9403,1.0621,-9.7489,0.0278,-1.6012,-0.7723,-1.8352,-9.32,67.78,8.01,78.33,82.76,-74.46,0.0,66.355,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1453,2014-12-14 14:44:21:848
-1.0172,-9.3867,-0.1165,0.8038,-9.7732,-0.0974,-2.7567,2.9772,-1.1147,-15.95,69.65,-0.99,78.33,82.76,-74.46,0.0,66.355,35.17839,126.90839,,NaN,,154.8387,,0 / 22,1503,2014-12-14 14:44:21:898
