ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.5921,-9.4058,0.5732,0.9164,-9.7617,0.202,-0.4118,0.1742,0.1883,9.37,51.21,-30.05,284.34,84.36,-78.75,0.0,68.195,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,5,2014-12-14 14:32:52:230
0.8603,-9.5208,0.42,0.8827,-9.7636,0.2524,0.1117,0.0415,0.1275,11.55,50.46,-30.3,284.97,84.65,-75.19,0.0,68.195,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,55,2014-12-14 14:32:52:280
2.6037,-10.0572,1.148,0.9296,-9.7588,0.2679,0.6552,-0.0768,0.2156,14.93,49.34,-27.67,290.26,84.34,-73.92,0.0,68.195,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,105,2014-12-14 14:32:52:330
4.0598,-10.6703,1.9335,1.157,-9.7305,0.3849,1.9364,-0.5946,1.0132,15.62,51.96,-27.55,290.26,84.34,-73.92,0.0,68.195,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,155,2014-12-14 14:32:52:380
1.6458,-12.3945,3.5619,1.568,-9.6599,0.6307,0.8928,-0.91,0.8928,15.62,49.34,-28.74,292.59,80.48,-69.33,0.0,68.195,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,205,2014-12-14 14:32:52:430
1.1477,-12.7777,4.8647,1.5135,-9.5888,1.391,0.7059,-2.756,4.9257,16.74,46.78,-27.61,292.43,80.08,-68.09,0.0,68.195,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,255,2014-12-14 14:32:52:480
1.7416,-12.2029,4.6731,1.4751,-9.5322,1.7696,0.0022,-1.6663,2.695,15.99,44.9,-30.8,292.43,80.08,-68.09,0.0,62.853,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,305,2014-12-14 14:32:52:530
3.3892,-11.7814,4.5965,1.5754,-9.4549,2.0722,1.5087,-1.0615,2.3839,14.93,42.34,-34.86,258.46,76.41,-39.81,0.0,62.853,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,355,2014-12-14 14:32:52:580
1.4734,-7.8732,1.7611,1.8304,-9.3919,2.1476,0.0582,1.4649,-0.2113,13.05,35.71,-37.49,255.51,73.39,-40.21,0.0,62.853,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,405,2014-12-14 14:32:52:630
1.7225,-5.7657,0.8989,1.8642,-9.389,2.1311,-0.2799,3.7986,-1.0399,14.55,34.21,-38.61,255.51,73.39,-40.21,0.0,62.853,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,455,2014-12-14 14:32:52:680
2.7953,-5.1335,4.1175,2.0862,-9.3172,2.2379,0.5614,4.2098,1.2013,17.49,29.78,-39.86,254.5,73.22,-41.18,0.0,62.853,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,505,2014-12-14 14:32:52:730
2.0098,-4.9419,4.7689,2.2146,-9.1671,2.689,-0.0591,3.5258,2.2639,18.99,29.78,-38.3,263.21,71.82,-42.99,0.0,62.853,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,555,2014-12-14 14:32:52:780
-0.6149,-0.6888,3.9451,2.1221,-9.0528,3.1166,-2.4258,7.0615,0.4103,20.05,29.03,-36.36,263.21,71.82,-42.99,0.0,71.174,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,605,2014-12-14 14:32:52:830
32.5482,-39.2928,32.0695,1.0972,-9.6309,1.4872,-9.6218,10.7561,-16.7176,20.8,33.46,-36.55,263.08,67.39,-34.25,0.0,71.174,35.178032,126.90897,,154.1294264153791,,210.2,,0 / 22,655,2014-12-14 14:32:52:880
