ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.186,-9.3867,0.669,0.9469,-9.7546,0.348,0.2944,0.146,0.4571,13.43,53.34,-27.93,284.55,84.1,-69.82,0.0,65.352,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,2,2014-12-14 14:32:21:885
0.7071,-9.2142,0.5924,0.9483,-9.7529,0.3902,0.0404,0.1713,0.0591,13.05,54.84,-28.24,284.55,84.1,-69.82,0.0,65.352,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,52,2014-12-14 14:32:21:935
1.5883,-9.6166,1.512,0.9144,-9.7527,0.4681,-0.3979,0.2107,0.4081,14.93,54.09,-26.49,288.07,84.0,-67.63,0.0,65.352,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,102,2014-12-14 14:32:21:985
3.6383,-10.7277,1.7227,0.9497,-9.7459,0.5351,0.4925,-0.0547,0.9175,15.3,53.03,-26.24,281.66,83.62,-60.6,0.0,65.352,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,152,2014-12-14 14:32:22:035
-0.5957,-10.1913,2.1059,1.5722,-9.6441,0.8311,0.707,0.2092,0.815,15.3,54.09,-26.05,289.94,79.55,-62.14,0.0,65.352,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,202,2014-12-14 14:32:22:085
3.4467,-13.9655,6.7231,1.4425,-9.6573,0.909,-1.7615,-0.5415,1.1241,16.74,54.46,-24.99,289.94,79.55,-62.14,0.0,65.352,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,252,2014-12-14 14:32:22:135
4.3472,-11.8389,5.6119,1.5952,-9.5451,1.5867,2.9062,-4.9179,6.5584,14.55,50.4,-30.92,285.8,79.99,-57.78,0.0,66.034,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,302,2014-12-14 14:32:22:185
4.328,-13.18,4.3666,1.9078,-9.3816,2.1253,1.9644,-1.1064,3.0621,11.99,45.96,-32.11,266.76,73.07,-41.91,0.0,66.034,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,352,2014-12-14 14:32:22:235
2.2397,-10.4021,3.0063,2.0802,-9.3091,2.2766,-0.0705,0.2164,0.2386,10.49,41.21,-36.61,258.41,71.67,-42.42,0.0,66.034,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,402,2014-12-14 14:32:22:285
3.1976,-7.2984,1.033,2.1013,-9.3032,2.2817,-0.0641,1.9453,-0.3674,9.37,34.15,-39.67,258.41,71.67,-42.42,0.0,66.034,35.178097,126.9089,,155.04825810968913,,64.51613,,0 / 22,452,2014-12-14 14:32:22:335
