sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.814029;-9.720458;0.124498;0.507604;-9.79328;-0.06629;0.306424;0.072821;0.190788;-0.236405;0.093462;-0.037568;15.0;-26.04;46.44;-0.18;171.928;87.2922;-82.6093;3.15;1018.05;49.2694;;;;;;0 / 0;83.7;37.0;3.697;22;2014-11-17 17:21:36:166
0.593762;-9.662998;0.114922;0.541398;-9.790052;-0.179389;0.052364;0.127054;0.294311;-0.180205;0.022297;-0.010996;15.0;-25.74;46.56;0.78;185.7907;87.0078;-97.4403;3.15;1018.05;49.2694;;;;;;0 / 0;83.7;37.0;3.697;76;2014-11-17 17:21:36:220
0.593762;-9.662998;0.114922;0.541398;-9.790052;-0.179389;0.052364;0.127054;0.294311;-0.167377;0.030238;0.018937;17.0;-25.92;46.5;1.08;185.7907;87.0078;-97.4403;3.15;1018.05;49.2694;;;;;;0 / 0;83.7;37.0;3.697;131;2014-11-17 17:21:36:275
0.708684;-9.270348;-0.363919;0.562632;-9.78653;-0.278652;0.146051;0.516181;-0.085266;-0.105374;0.002443;0.048564;12.0;-26.04;46.2;1.38;207.1552;86.3292;-116.3476;3.15;1018.05;49.2694;;;;;;0 / 0;83.7;37.0;3.697;181;2014-11-17 17:21:36:325
0.354342;-9.940724;-0.114922;0.570699;-9.78324;-0.364578;-0.216357;-0.157484;0.249656;-0.138666;-0.126755;0.021686;13.0;-26.4;45.72;1.86;211.9308;86.0402;-122.5716;3.15;1018.05;45.05469;;;;;;0 / 0;83.7;37.0;3.697;236;2014-11-17 17:21:36:380
0.45011;-9.461884;0.21069;0.585447;-9.778886;-0.448336;-0.135337;0.317001;0.659026;-0.190895;-0.116981;0.013439;15.0;-26.28;45.72;2.34;211.9308;86.0402;-122.5716;3.15;1018.08;45.05469;;;;;;0 / 0;83.7;37.0;3.697;287;2014-11-17 17:21:36:431
0.21069;-9.490616;0.191536;0.579381;-9.775306;-0.527336;-0.368691;0.284691;0.718872;-0.131336;-0.1518;0.036346;13.0;-26.58;45.84;2.88;215.4171;85.6876;-127.445;3.15;1018.08;45.05469;;;;;;0 / 0;83.7;37.0;3.697;346;2014-11-17 17:21:36:490
0.067038;-9.442732;0.555455;0.568995;-9.77399;-0.561943;-0.501958;0.331258;1.117398;0.124922;-0.44807;0.143553;16.0;-26.88;45.72;4.38;221.5482;85.3225;-134.6427;3.15;1018.08;45.05469;;;;;;0 / 0;83.7;37.0;3.697;426;2014-11-17 17:21:36:570
-1.369483;-8.42759;2.557007;0.442184;-9.788356;-0.40364;-1.811667;1.360766;2.960647;0.654237;-0.922101;0.3598;15.0;-26.58;45.96;4.86;215.3438;86.4998;-132.3908;3.15;1018.05;45.05469;;;;;;0 / 0;83.7;37.0;3.697;482;2014-11-17 17:21:36:626
2.643199;-8.341399;-2.087744;0.271253;-9.802638;-0.071173;2.371946;1.46124;-2.016571;1.156063;-1.783727;0.805426;20.0;-26.22;46.56;4.98;215.3438;86.4998;-132.3908;3.15;1018.05;45.05469;;;;;;0 / 0;83.7;37.0;3.697;543;2014-11-17 17:21:36:687
