ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.2746,-9.9439,0.255,-1.6182,-9.2514,2.822,1.8928,-0.6925,-2.567,1.2462,1.2046,0.6707,0.0,22.5,7.6,24.5,290.83,70.63,29.83,,54.842,,,,NaN,,,,0 / 0,12,2014-12-14 04:42:13:494
0.2157,-9.9439,0.255,-1.6155,-9.2492,2.8308,1.8313,-0.6948,-2.5759,1.2327,1.2022,0.6646,0.0,22.5,8.5,24.0,290.47,70.59,29.71,,54.842,,,,NaN,,,,0 / 0,63,2014-12-14 04:42:13:545
0.2354,-9.9439,0.1667,-1.616,-9.2494,2.8297,1.8219,-0.7043,-2.5747,1.2413,1.1961,0.6634,0.0,22.5,8.1,24.0,290.47,70.59,29.71,,38.602,,,,NaN,,,,0 / 0,113,2014-12-14 04:42:13:595
0.2942,-9.9734,0.2452,-1.6061,-9.2448,2.8503,1.9101,-0.7285,-2.6149,1.2413,1.1949,0.6695,0.0,22.5,8.1,25.0,291.13,70.52,29.52,,38.602,,,,NaN,,,,0 / 0,163,2014-12-14 04:42:13:645
0.255,-9.8949,0.2452,-1.592,-9.242,2.8672,1.8469,-0.6529,-2.622,1.2364,1.2413,0.6597,0.0,23.0,7.6,24.0,291.13,70.52,29.52,,38.602,,,,NaN,,,,0 / 0,212,2014-12-14 04:42:13:694
0.2354,-9.9832,0.2648,-1.5898,-9.2396,2.8762,1.8252,-0.7435,-2.6114,1.2547,1.2291,0.6622,0.0,23.0,8.1,24.0,290.69,70.42,28.93,,38.602,,,,NaN,,,,0 / 0,262,2014-12-14 04:42:13:744
0.2157,-9.9538,0.5884,-1.5405,-9.2281,2.9393,1.8978,-0.6981,-2.4897,1.2388,1.2779,0.6475,0.0,22.1,8.1,25.0,293.5,70.36,28.33,,38.602,,,,NaN,,,,0 / 0,312,2014-12-14 04:42:13:794
0.0883,-9.8361,0.7061,-1.5206,-9.2069,3.0151,1.6089,-0.6292,-2.309,1.2584,1.2413,0.5999,0.0,21.6,8.1,25.0,295.0,69.86,26.76,,38.602,,,,NaN,,,,0 / 0,362,2014-12-14 04:42:13:844
0.3923,-9.7576,0.3138,-1.5252,-9.1889,3.0672,1.9175,-0.5687,-2.7534,1.2034,1.3378,0.6084,0.0,21.6,8.1,25.0,295.33,69.56,26.44,,38.602,,,,NaN,,,,0 / 0,412,2014-12-14 04:42:13:894
0.2256,-9.9341,0.5786,-1.4617,-9.22,3.0043,1.6872,-0.7142,-2.4257,1.0446,1.4881,0.485,0.0,20.8,8.1,26.0,295.33,69.56,26.44,,38.602,,,,NaN,,,,0 / 0,463,2014-12-14 04:42:13:945
