ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.4413,-9.9636,-0.2648,-2.5259,-9.1571,2.4367,2.9672,-0.8065,-2.7015,1.2034,1.2046,1.2095,0.0,26.3,-2.5,20.7,262.19,69.0,45.99,,52.476,,,,NaN,,,,0 / 0,13,2014-12-14 04:41:42:467
0.4805,-9.9341,-0.3138,-2.5319,-9.1567,2.4321,3.0125,-0.7775,-2.7459,1.2205,1.2022,1.2132,0.0,26.3,-2.5,19.7,260.74,69.02,46.15,,52.476,,,,NaN,,,,0 / 0,64,2014-12-14 04:41:42:518
0.4805,-9.9341,-0.3138,-2.5319,-9.1567,2.4321,3.0125,-0.7775,-2.7459,1.2205,1.2022,1.2132,0.0,26.3,-2.5,19.7,260.74,69.02,46.15,,52.476,,,,NaN,,,,0 / 0,113,2014-12-14 04:41:42:567
0.559,-9.9145,-0.2844,-2.5265,-9.1559,2.4406,3.0855,-0.7586,-2.725,1.2315,1.2034,1.1985,0.0,25.9,-2.5,20.7,262.03,69.02,46.15,,52.476,,,,NaN,,,,0 / 0,165,2014-12-14 04:41:42:619
0.5001,-9.9047,-0.2648,-2.5106,-9.1572,2.4521,3.099,-0.7181,-2.7168,1.2217,1.2132,1.2303,0.0,26.3,-2.5,20.7,262.03,69.02,46.15,,52.476,,,,NaN,,,,0 / 0,213,2014-12-14 04:41:42:667
0.4021,-9.8655,-0.3432,-2.4834,-9.1604,2.4677,2.9604,-0.7937,-2.7668,1.2388,1.201,1.1985,0.0,25.9,-2.1,20.2,261.65,69.08,45.18,,52.476,,,,NaN,,,,0 / 0,264,2014-12-14 04:41:42:718
0.4903,-9.9832,-0.255,-2.4854,-9.1609,2.4639,2.9757,-0.8222,-2.7188,1.2401,1.1729,1.2058,0.0,26.7,-2.5,20.7,261.65,69.08,45.18,,52.476,,,,NaN,,,,0 / 0,313,2014-12-14 04:41:42:767
0.4903,-9.9832,-0.2648,-2.4432,-9.1657,2.4882,2.9335,-0.8175,-2.753,1.2205,1.1851,1.2217,0.0,25.9,-2.5,20.7,263.32,69.09,44.77,,52.476,,,,NaN,,,,0 / 0,363,2014-12-14 04:41:42:817
0.5198,-9.9734,-0.255,-2.4414,-9.1654,2.4911,2.9612,-0.808,-2.746,1.2217,1.2291,1.2022,0.0,26.3,-2.5,20.2,262.36,69.17,44.42,,52.476,,,,NaN,,,,0 / 0,413,2014-12-14 04:41:42:867
0.3923,-9.9145,-0.353,-2.4333,-9.1672,2.4923,2.8256,-0.7473,-2.8454,1.2071,1.212,1.1997,0.0,26.3,-2.1,20.7,262.36,69.17,44.42,,52.476,,,,NaN,,,,0 / 0,464,2014-12-14 04:41:42:918
