ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1885,-9.5247,0.3986,0.3838,-9.7784,0.6397,0.2117,0.2895,-0.2746,-0.0195,0.0011,-0.0216,1269.0,-3.3,32.34,-26.88,207.03,85.64,-30.96,2.0,9.757,,,,NaN,,,,0 / 0,9,2014-12-14 11:36:30:248
0.2556,-9.5032,0.6357,0.3867,-9.7799,0.6123,-0.2125,0.3437,0.0449,-0.0205,0.016,-0.0152,1269.0,-3.12,32.58,-26.82,208.45,85.77,-32.27,2.0,9.757,,,,NaN,,,,0 / 0,59,2014-12-14 11:36:30:298
0.3873,-9.6013,0.5614,0.3849,-9.78,0.6132,0.0024,0.1787,-0.0518,-0.0014,-0.016,-0.0162,1269.0,-3.12,32.64,-26.7,208.45,85.77,-32.27,2.0,9.757,,,,NaN,,,,0 / 0,110,2014-12-14 11:36:30:349
0.246,-9.6708,0.5447,0.394,-9.7799,0.6081,-0.148,0.1091,-0.0634,0.0082,0.0437,-0.0056,1269.0,-3.3,32.4,-26.7,208.78,85.75,-32.57,2.0,9.757,,,,NaN,,,,0 / 0,159,2014-12-14 11:36:30:398
0.3537,-9.5319,0.3843,0.4003,-9.7796,0.6101,-0.0465,0.2477,-0.2258,0.0125,-0.0096,-0.0184,1269.0,-3.18,32.76,-27.12,209.14,85.75,-32.9,2.0,10.268,,,,NaN,,,,0 / 0,209,2014-12-14 11:36:30:448
0.2891,-9.6301,0.6261,0.4016,-9.7808,0.5897,-0.2304,0.1624,-0.0693,-0.0205,0.0245,-0.0301,1269.0,-3.06,33.18,-27.06,210.24,85.77,-33.92,2.0,10.268,,,,NaN,,,,0 / 0,259,2014-12-14 11:36:30:498
0.3537,-9.642,0.6309,0.4045,-9.7809,0.5842,-0.0031,0.1341,0.1101,-0.0173,-0.0117,-0.0269,1269.0,-3.12,32.94,-26.82,210.24,85.77,-33.92,2.0,10.268,,,,NaN,,,,0 / 0,309,2014-12-14 11:36:30:548
0.3561,-9.6133,0.6045,0.4111,-9.7808,0.5833,-0.031,0.1866,0.1098,-0.0141,0.0203,-0.0226,1269.0,-3.18,33.0,-26.64,211.55,85.83,-35.17,2.0,10.268,,,,NaN,,,,0 / 0,359,2014-12-14 11:36:30:598
0.2484,-9.4936,0.6644,0.4164,-9.7806,0.5821,-0.0459,0.1649,0.123,-0.0088,0.0298,-0.0216,1269.0,-3.12,33.18,-26.22,211.55,85.83,-35.17,2.0,10.268,,,,NaN,,,,0 / 0,409,2014-12-14 11:36:30:648
0.416,-9.508,0.4633,0.4244,-9.78,0.5866,-0.0084,0.272,-0.1233,-3.0E-4,0.0021,-0.0194,1257.0,-4.44,32.94,-26.1,209.49,85.78,-35.56,2.0,10.268,,,,NaN,,,,0 / 0,459,2014-12-14 11:36:30:698
0.1095,-9.8719,0.662,0.4311,-9.7803,0.5751,-0.305,0.0163,0.0576,-0.0344,-0.0117,-0.0205,1257.0,-4.98,32.04,-26.46,208.46,85.8,-36.86,2.0,10.268,,,,NaN,,,,0 / 0,509,2014-12-14 11:36:30:748
0.5237,-9.7426,0.4729,0.4369,-9.78,0.5767,0.1945,0.1523,-0.1182,0.0423,-0.0309,-0.0152,1257.0,-4.44,32.46,-27.06,211.38,85.77,-37.15,2.0,6.618,,,,NaN,,,,0 / 0,559,2014-12-14 11:36:30:798
0.416,-9.3308,0.255,0.4577,-9.7797,0.5646,0.2695,0.482,-0.4591,0.0125,0.0554,-0.0184,1257.0,-4.26,32.82,-27.06,211.38,85.77,-37.15,2.0,6.618,,,,NaN,,,,0 / 0,609,2014-12-14 11:36:30:848
