ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.5357,-9.6923,1.1073,0.4574,-9.7466,0.9818,0.1426,0.1791,0.1094,-0.0848,0.0519,0.0059,1285.0,-2.52,31.74,-28.02,201.64,83.66,-24.98,2.0,3.102,,,,NaN,,,,0 / 0,3,2014-12-14 11:40:56:397
0.4471,-9.6564,1.2438,0.4583,-9.7507,0.9406,-0.0238,0.0329,0.211,-0.0976,-0.0056,6.0E-4,1285.0,-3.0,31.62,-28.02,202.66,83.88,-25.98,2.0,3.102,,,,NaN,,,,0 / 0,54,2014-12-14 11:40:56:448
0.5357,-9.7953,1.3659,0.4573,-9.752,0.9281,0.0338,-0.0983,0.3654,-0.0805,-0.0131,0.0038,1285.0,-3.48,31.26,-28.5,202.66,83.88,-25.98,2.0,0.869,,,,NaN,,,,0 / 0,103,2014-12-14 11:40:56:497
0.313,-9.3236,0.8128,0.4583,-9.7534,0.912,-0.0215,0.0144,0.1158,-0.0646,-0.0024,0.0219,1285.0,-3.84,31.56,-28.5,201.2,83.95,-26.75,2.0,0.869,,,,NaN,,,,0 / 0,155,2014-12-14 11:40:56:549
0.3825,-9.1728,0.6141,0.4556,-9.7544,0.9023,-0.0732,0.5816,-0.2882,-0.0827,8.0E-4,0.0208,1291.0,-3.72,31.62,-28.26,201.2,83.95,-26.75,2.0,0.869,,,,NaN,,,,0 / 0,203,2014-12-14 11:40:56:597
0.4567,-10.0227,1.0139,0.4865,-9.763,0.7863,-0.1781,-0.558,0.6891,-0.1754,0.0178,-0.0069,1291.0,-3.9,31.2,-27.48,206.33,84.39,-29.6,2.0,0.869,,,,NaN,,,,0 / 0,253,2014-12-14 11:40:56:647
0.6458,-9.7833,1.3515,0.4706,-9.7667,0.7501,-0.0431,-0.1803,0.7175,-0.1232,0.0306,0.0347,1291.0,-4.62,31.2,-27.66,204.35,84.75,-32.03,2.0,0.869,,,,NaN,,,,0 / 0,303,2014-12-14 11:40:56:697
0.3992,-9.3284,0.6381,0.4808,-9.7665,0.7455,-0.022,0.3853,-0.0887,-0.0081,0.005,0.0059,1291.0,-3.3,31.26,-27.48,209.5,84.81,-32.82,2.0,0.869,,,,NaN,,,,0 / 0,353,2014-12-14 11:40:56:747
0.0497,-9.2255,0.2741,0.4705,-9.7685,0.7256,-0.2692,0.6274,-0.3499,-0.0656,0.0157,-0.0015,1291.0,-3.54,31.8,-27.48,209.5,84.81,-32.82,2.0,2.044,,,,NaN,,,,0 / 0,403,2014-12-14 11:40:56:797
0.2963,-9.1225,0.3364,0.4591,-9.7721,0.6838,0.1646,0.561,-0.3473,-0.1125,0.0434,6.0E-4,1283.0,-3.72,32.28,-27.24,208.2,85.18,-33.87,2.0,2.044,,,,NaN,,,,0 / 0,453,2014-12-14 11:40:56:847
0.8422,-9.8192,0.3555,0.5056,-9.7773,0.5665,0.3365,-0.0419,-0.211,-0.137,0.0391,-0.0516,1283.0,-4.14,31.98,-26.1,216.28,85.56,-41.75,2.0,2.044,,,,NaN,,,,0 / 0,503,2014-12-14 11:40:56:897
