ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.3753,-9.4409,1.3515,0.2263,-9.7199,1.283,0.149,0.2789,0.0685,-0.056,-0.0408,-0.0186,1339.0,-3.72,30.24,-28.32,182.03,82.3,-9.58,2.0,6.856,,,,NaN,,,,0 / 0,3,2014-12-14 11:39:26:804
0.2101,-9.563,1.4329,0.2309,-9.7233,1.2547,-0.0208,0.1603,0.1782,-0.0667,-0.0056,-0.0079,1339.0,-3.36,30.84,-28.74,185.01,82.46,-10.38,2.0,6.856,,,,NaN,,,,0 / 0,53,2014-12-14 11:39:26:854
0.2891,-9.599,0.9086,0.2366,-9.7257,1.2357,0.0573,0.2153,0.0368,-0.0827,-0.0525,-0.0015,1339.0,-3.12,31.08,-28.86,185.76,82.63,-10.84,2.0,5.574,,,,NaN,,,,0 / 0,103,2014-12-14 11:39:26:904
0.3226,-9.4792,0.8631,0.2545,-9.7381,1.1296,0.0154,0.2996,-0.2928,-0.154,0.0018,-0.0175,1349.0,-3.9,31.02,-28.68,185.58,83.22,-12.7,2.0,5.574,,,,NaN,,,,0 / 0,153,2014-12-14 11:39:26:954
0.416,-9.6468,0.7506,0.2723,-9.7534,0.9842,-0.0503,0.267,-0.3102,-0.1988,-0.0141,-0.0228,1349.0,-4.32,30.66,-28.74,185.58,83.22,-12.7,2.0,5.574,,,,NaN,,,,0 / 0,203,2014-12-14 11:39:27:004
0.2125,-9.4864,0.8368,0.275,-9.7603,0.9134,-0.0338,0.2954,-0.2418,-0.2052,-0.0514,-0.0186,1349.0,-4.5,31.08,-28.14,186.06,84.02,-15.47,2.0,5.574,,,,NaN,,,,0 / 0,253,2014-12-14 11:39:27:054
0.2484,-9.5487,0.9325,0.2794,-9.7651,0.8583,-0.0908,0.3074,0.1915,-0.1711,-0.0184,-0.0175,1349.0,-4.02,31.5,-27.66,191.09,84.72,-18.03,2.0,5.574,,,,NaN,,,,0 / 0,303,2014-12-14 11:39:27:104
0.3202,-9.5343,0.5207,0.3102,-9.7758,0.7132,-0.0403,0.2271,-0.1541,-0.2286,0.0061,-0.0346,1349.0,-4.62,31.26,-27.6,194.68,85.45,-23.51,2.0,5.574,,,,NaN,,,,0 / 0,353,2014-12-14 11:39:27:154
0.3968,-9.8144,0.5543,0.3132,-9.7812,0.6331,0.0406,-0.0572,0.0025,-0.2244,-0.093,0.007,1333.0,-4.8,31.44,-27.66,194.68,85.45,-23.51,2.0,5.574,,,,NaN,,,,0 / 0,403,2014-12-14 11:39:27:204
0.4615,-9.8264,0.6668,0.3337,-9.7879,0.5065,0.2162,-0.1267,0.2342,-0.1658,-0.0504,-0.025,1333.0,-4.26,31.68,-26.88,202.06,86.15,-28.75,2.0,20.16,,,,NaN,,,,0 / 0,453,2014-12-14 11:39:27:254
0.3657,-9.5056,0.3531,0.3418,-9.7921,0.4127,0.0206,0.2845,-0.1024,-0.1668,0.0327,0.0038,1333.0,-4.5,32.28,-26.82,210.24,86.62,-36.63,2.0,20.16,,,,NaN,,,,0 / 0,503,2014-12-14 11:39:27:304
0.1478,-9.3954,0.2813,0.3391,-9.7939,0.3702,-0.1902,0.3988,-0.0804,-0.1658,0.037,-0.0015,1333.0,-4.5,32.4,-26.28,215.87,87.07,-42.49,2.0,20.16,,,,NaN,,,,0 / 0,553,2014-12-14 11:39:27:354
0.3825,-9.4338,0.425,0.3367,-9.7975,0.2599,0.0416,0.3639,0.1799,-0.2062,-0.0386,-0.0271,1313.0,-4.5,32.34,-26.4,215.87,87.07,-42.49,2.0,20.16,,,,NaN,,,,0 / 0,603,2014-12-14 11:39:27:404
0.5501,-9.6013,0.4274,0.3506,-9.7981,0.2132,0.1915,0.1971,0.2412,-0.219,0.0146,-0.0303,1313.0,-4.98,32.64,-26.7,223.94,87.51,-52.33,2.0,20.16,,,,NaN,,,,0 / 0,653,2014-12-14 11:39:27:454
0.3897,-9.6157,0.3364,0.366,-9.7987,0.1477,0.0236,0.183,0.1887,-0.2318,0.0562,-0.0133,1313.0,-4.62,33.0,-26.4,239.64,87.69,-68.03,2.0,20.16,,,,NaN,,,,0 / 0,703,2014-12-14 11:39:27:504
0.3801,-9.6492,0.1592,0.3838,-9.7992,0.0147,-0.1492,0.145,0.2113,-0.235,-0.0344,-0.041,1305.0,-5.28,32.94,-25.2,259.37,87.76,-87.81,2.0,20.16,,,,NaN,,,,0 / 0,753,2014-12-14 11:39:27:554
-0.0724,-10.1903,0.5758,0.3759,-9.799,-0.1053,-0.2526,-0.4559,0.6557,-0.1935,-0.0962,0.0059,1305.0,-5.4,33.3,-25.02,259.37,87.76,-87.81,2.0,39.273,,,,NaN,,,,0 / 0,803,2014-12-14 11:39:27:604
0.2149,-10.14,0.2406,0.3657,-9.799,-0.136,-0.1182,-0.3464,-0.1109,-0.2094,-0.0546,-0.0101,1305.0,-5.1,33.72,-24.66,277.36,87.72,-105.66,2.0,39.273,,,,NaN,,,,0 / 0,853,2014-12-14 11:39:27:654
0.1574,-11.1001,-0.571,0.3259,-9.798,-0.2545,0.2901,-1.513,-0.6841,-0.0656,-0.1505,0.105,1305.0,-4.44,34.32,-24.36,301.39,87.58,-127.99,2.0,39.273,,,,NaN,,,,0 / 0,903,2014-12-14 11:39:27:704
0.8134,-10.7218,0.0371,0.3271,-9.7995,-0.1909,0.4736,-2.4533,1.226,0.1101,-0.3827,0.007,1305.0,-4.5,34.2,-24.24,301.39,87.58,-127.99,2.0,39.273,,,,NaN,,,,0 / 0,953,2014-12-14 11:39:27:754
0.8278,-6.9031,-0.9708,0.3888,-9.7935,-0.3295,0.439,2.8904,-0.6413,0.1027,-0.3817,0.023,1305.0,-5.04,34.14,-23.64,291.72,87.72,-120.56,2.0,39.273,,,,NaN,,,,0 / 0,1003,2014-12-14 11:39:27:804
0.8398,-8.1002,1.1193,0.4148,-9.7902,-0.3891,0.425,1.69,1.5083,-0.2627,0.07,-0.0697,1305.0,-5.46,34.14,-23.64,305.13,86.68,-133.17,2.0,39.273,,,,NaN,,,,0 / 0,1053,2014-12-14 11:39:27:854
-0.4531,-8.4904,0.9134,0.4091,-9.7911,-0.3726,-0.8622,1.3007,1.286,-0.2137,-0.1185,-0.0772,1321.0,-5.7,34.56,-23.4,305.13,86.68,-133.17,2.0,39.273,,,,NaN,,,,0 / 0,1103,2014-12-14 11:39:27:904
1.3402,-10.559,-1.749,0.4931,-9.7802,-0.5272,0.4148,0.022,-0.6065,-0.2062,-0.0205,-0.1368,1321.0,-6.36,34.5,-22.62,301.72,86.77,-132.33,2.0,46.143,,,,NaN,,,,0 / 0,1153,2014-12-14 11:39:27:954
0.9451,-10.5925,-2.2661,0.5306,-9.7749,-0.5846,0.4145,-0.8176,-1.6815,-0.2244,-0.1292,-0.0378,1321.0,-6.18,34.68,-22.38,308.02,85.38,-137.77,2.0,46.143,,,,NaN,,,,0 / 0,1203,2014-12-14 11:39:28:004
0.2556,-10.0515,-0.2789,0.5194,-9.7553,-0.8582,-0.2638,-0.2961,0.5792,-0.2925,-0.0301,0.0112,1321.0,-5.7,34.86,-22.62,308.02,85.38,-137.77,2.0,46.143,,,,NaN,,,,0 / 0,1256,2014-12-14 11:39:28:057
0.1,-9.4625,-0.176,0.5136,-9.7526,-0.8909,-0.4136,0.2901,0.715,-0.2457,-0.1526,-0.0271,1321.0,-6.48,34.5,-22.38,319.65,84.13,-148.82,2.0,46.143,,,,NaN,,,,0 / 0,1303,2014-12-14 11:39:28:104
0.258,-8.1912,-0.6596,0.508,-9.7423,-1.0012,-0.25,1.5511,0.3416,-0.3394,-0.1697,-0.0687,1321.0,-7.2,34.92,-21.72,321.48,83.43,-153.1,2.0,46.143,,,,NaN,,,,0 / 0,1353,2014-12-14 11:39:28:154
-0.0557,-9.2015,0.3531,0.5124,-9.7223,-1.1782,-0.6494,0.4944,1.5865,-0.2563,-0.4126,-0.0356,1071.0,-6.96,35.7,-21.12,324.89,82.47,-156.5,2.0,46.143,,,,NaN,,,,0 / 0,1403,2014-12-14 11:39:28:204
0.0329,-10.0467,1.5909,0.4441,-9.7299,-1.1425,-0.551,0.202,1.7626,-0.1658,-0.518,0.0102,1071.0,-6.66,36.0,-20.76,324.89,82.47,-156.5,2.0,46.143,,,,NaN,,,,0 / 0,1453,2014-12-14 11:39:28:254
-3.817,-8.3276,1.5335,0.2077,-9.7658,-0.8701,-2.6857,0.606,2.1801,0.2934,-1.2552,0.1327,1071.0,-6.78,36.42,-19.5,328.76,82.82,-158.76,2.0,32.087,,,,NaN,,,,0 / 0,1503,2014-12-14 11:39:28:304
