ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.9427,-9.575,1.3156,0.926,-9.7021,1.0883,0.0168,0.127,0.2273,-0.0528,0.038,0.007,1427.0,-10.14,29.94,-27.54,204.47,81.62,-40.39,2.0,15.53,,,,NaN,,,,0 / 0,5,2014-12-14 11:37:24:896
0.6698,-9.4745,1.0762,0.9116,-9.7047,1.0762,-0.2418,0.2303,0.0,-0.0539,-0.0312,0.0091,1427.0,-9.24,30.06,-27.66,206.4,81.69,-40.21,2.0,15.53,,,,NaN,,,,0 / 0,55,2014-12-14 11:37:24:946
1.0313,-9.6181,1.0475,0.9152,-9.7077,1.0458,0.1161,0.0896,0.0016,-0.0475,-0.0802,-0.0079,1427.0,-9.9,30.06,-27.84,206.4,81.69,-40.21,2.0,15.53,,,,NaN,,,,0 / 0,105,2014-12-14 11:37:24:996
1.0121,-9.4816,0.844,0.9358,-9.7106,0.9997,0.0763,0.2289,-0.1558,-0.0656,-0.0472,-0.0218,1427.0,-10.08,30.24,-27.66,206.17,81.89,-41.99,2.0,9.048,,,,NaN,,,,0 / 0,155,2014-12-14 11:37:25:046
0.9858,-9.5223,0.9685,0.9361,-9.7134,0.9717,0.0497,0.1911,-0.0033,-0.0901,-3.0E-4,0.0102,1427.0,-10.32,30.72,-27.42,207.8,82.09,-43.93,2.0,9.048,,,,NaN,,,,0 / 0,205,2014-12-14 11:37:25:096
0.7943,-9.654,0.8775,0.9292,-9.7205,0.9064,-0.1377,0.1697,0.0081,-0.071,-0.0482,-0.0186,1427.0,-10.44,30.54,-27.66,210.28,82.39,-45.71,2.0,9.048,,,,NaN,,,,0 / 0,256,2014-12-14 11:37:25:147
0.9499,-9.2973,0.0946,0.9327,-9.723,0.8742,-0.0482,0.2876,-0.4509,-0.105,-0.0759,-0.0111,1427.0,-10.26,30.84,-27.24,210.28,82.39,-45.71,2.0,9.048,,,,NaN,,,,0 / 0,305,2014-12-14 11:37:25:196
1.0002,-9.2422,0.2286,0.9349,-9.7357,0.716,-0.0373,0.2671,-0.2526,-0.2137,-0.012,0.0144,1427.0,-10.32,30.72,-27.06,213.09,82.74,-48.94,2.0,9.048,,,,NaN,,,,0 / 0,355,2014-12-14 11:37:25:246
0.9068,-9.6923,0.9301,0.9349,-9.7411,0.6379,3.0E-4,-0.0654,0.2405,-0.218,0.0114,-0.0047,1427.0,-10.68,30.48,-27.42,213.09,82.74,-48.94,2.0,9.048,,,,NaN,,,,0 / 0,405,2014-12-14 11:37:25:296
0.9284,-9.7689,0.9637,0.9319,-9.7481,0.5266,-0.0061,-0.0199,0.4552,-0.218,-0.0429,0.0198,1405.0,-11.1,31.38,-26.82,218.06,83.37,-55.69,2.0,9.048,,,,NaN,,,,0 / 0,455,2014-12-14 11:37:25:346
0.9762,-9.4912,0.3436,0.9355,-9.7505,0.473,0.0331,0.2605,-0.086,-0.202,-0.0749,-0.0154,1405.0,-11.16,31.26,-26.52,225.87,83.86,-63.18,2.0,13.373,,,,NaN,,,,0 / 0,505,2014-12-14 11:37:25:396
0.9116,-9.8216,0.6692,0.9478,-9.7547,0.3425,0.0114,0.0374,0.477,-0.1477,-0.0525,0.0176,1405.0,-10.74,31.56,-26.28,232.68,84.1,-70.13,2.0,13.373,,,,NaN,,,,0 / 0,555,2014-12-14 11:37:25:446
0.8829,-9.5511,-0.0156,0.9348,-9.7577,0.2901,-0.1151,0.0525,-0.1266,-0.0422,-0.0355,0.0538,1373.0,-11.04,31.62,-25.86,234.13,84.18,-71.56,2.0,13.373,,,,NaN,,,,0 / 0,605,2014-12-14 11:37:25:496
1.072,-9.2638,-0.6333,0.9204,-9.7603,0.2509,-0.1287,0.791,-1.1621,-0.0656,-0.0205,0.0592,1373.0,-10.74,31.98,-25.62,234.13,84.18,-71.56,2.0,13.373,,,,NaN,,,,0 / 0,655,2014-12-14 11:37:25:546
0.8805,-9.8312,0.2693,0.8945,-9.7656,0.0515,-0.0075,0.1187,-0.3338,-0.2861,-0.0078,-0.0047,1373.0,-10.86,32.4,-24.66,243.51,84.61,-79.27,2.0,13.373,,,,NaN,,,,0 / 0,705,2014-12-14 11:37:25:596
1.0385,-9.8767,0.243,0.8945,-9.7658,-0.0057,0.144,-0.1109,0.2487,-0.2457,-0.0653,0.0357,1373.0,-10.74,32.52,-25.2,252.75,84.77,-90.36,2.0,13.373,,,,NaN,,,,0 / 0,755,2014-12-14 11:37:25:646
0.9906,-9.927,0.5734,0.8992,-9.7646,-0.1267,0.0914,-0.1624,0.7002,-0.1668,0.0104,-0.0388,1347.0,-10.74,32.4,-25.26,252.75,84.77,-90.36,2.0,30.648,,,,NaN,,,,0 / 0,805,2014-12-14 11:37:25:696
0.7488,-9.0962,-1.1241,0.8785,-9.7645,-0.2322,-0.1297,0.6683,-0.8918,-0.1232,-0.0163,0.0432,1347.0,-11.88,32.58,-24.36,260.68,84.69,-98.02,2.0,30.648,,,,NaN,,,,0 / 0,855,2014-12-14 11:37:25:746
0.5908,-9.2566,-1.3515,0.8595,-9.7618,-0.3763,-0.2687,0.5052,-0.9752,-0.3501,-0.012,0.0208,1347.0,-11.34,32.82,-23.82,266.87,84.68,-104.81,2.0,30.648,,,,NaN,,,,0 / 0,905,2014-12-14 11:37:25:796
1.6203,-9.3308,-0.1856,0.8926,-9.7505,-0.5501,0.7277,0.4197,0.3645,-0.2968,-0.0418,-0.0154,1305.0,-10.62,32.94,-23.94,266.87,84.68,-104.81,2.0,30.648,,,,NaN,,,,0 / 0,954,2014-12-14 11:37:25:845
0.6865,-10.2406,0.3364,0.9288,-9.7443,-0.5996,-0.3524,-0.4102,0.7397,-0.137,0.2724,-0.042,1305.0,-11.4,33.54,-22.86,283.77,83.86,-121.64,2.0,30.648,,,,NaN,,,,0 / 0,1005,2014-12-14 11:37:25:896
0.4304,-9.8527,-0.2622,0.9137,-9.745,-0.6107,-0.3301,0.3017,0.1354,-0.0891,0.2405,-0.0037,1305.0,-11.4,33.96,-22.02,284.9,83.53,-122.84,2.0,30.648,,,,NaN,,,,0 / 0,1055,2014-12-14 11:37:25:946
0.8589,-9.5271,-0.7027,0.9152,-9.742,-0.6547,-0.0563,0.2149,-0.048,-0.0731,0.0018,-0.0676,1279.0,-10.92,33.96,-21.36,286.94,83.41,-125.58,2.0,30.648,,,,NaN,,,,0 / 0,1105,2014-12-14 11:37:25:996
1.5556,-9.599,-0.9134,0.9378,-9.7372,-0.693,0.7474,0.1878,-0.1179,-0.0667,-0.0195,-0.0111,1279.0,-11.1,33.78,-21.18,286.94,83.41,-125.58,2.0,38.849,,,,NaN,,,,0 / 0,1155,2014-12-14 11:37:26:046
1.254,-9.3643,-1.1983,0.9732,-9.7308,-0.7322,0.2807,0.3665,-0.4661,-0.0411,0.1105,0.0155,1279.0,-10.14,34.56,-22.56,291.44,83.02,-126.81,2.0,38.849,,,,NaN,,,,0 / 0,1205,2014-12-14 11:37:26:096
