ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.52169,-10.12568,1.18393,0.33564,-9.52369,2.31504,-2.92811,-0.63222,-1.24079,-0.70739,-0.05061,0.20199,641.0,1.8,38.88,24.84,2.739,76.2,-8.249,1.97,45.9649,,,,NaN,,,,0 / 0,4,2014-12-14 14:00:46:037
1.24678,-9.83358,3.14239,0.31978,-9.55137,2.19982,0.92701,-0.28222,0.94257,-0.58382,-0.61307,0.11571,593.0,2.1,38.94,25.38,2.739,76.2,-8.249,1.97,45.9649,,,,NaN,,,,0 / 0,54,2014-12-14 14:00:46:087
3.1382,-8.99801,1.12408,0.49755,-9.59461,1.96669,2.64065,0.59661,-0.84261,-0.67011,-0.35315,-0.09841,593.0,3.54,38.7,25.68,4.242,78.061,-14.197,1.97,46.5056,,,,NaN,,,,0 / 0,104,2014-12-14 14:00:46:137
-1.74597,-10.70986,1.13605,0.41554,-9.71597,1.26444,-2.16152,-0.99389,-0.12839,-1.15374,0.70466,-0.00254,593.0,4.08,37.74,27.84,8.581,82.2,-18.193,1.97,46.5056,,,,NaN,,,,0 / 0,153,2014-12-14 14:00:46:186
-0.29509,-9.34756,1.27252,0.2071,-9.78615,0.59975,-0.35853,0.49605,0.97683,-0.97371,0.14966,0.12529,593.0,4.74,36.42,29.16,8.581,82.2,-18.193,1.97,46.5056,,,,NaN,,,,0 / 0,203,2014-12-14 14:00:46:236
0.47585,-8.8783,2.93409,0.08425,-9.79917,0.37604,0.45385,0.76525,2.89803,-0.98223,1.03063,0.48429,577.0,4.92,35.64,30.48,8.926,86.29,-19.05,1.97,46.5056,,,,NaN,,,,0 / 0,254,2014-12-14 14:00:46:287
0.4112,-8.53114,1.72263,-0.17253,-9.805,-0.07302,0.94047,1.40555,-1.1133,-0.93536,1.00507,0.50879,577.0,3.84,34.38,31.56,8.926,86.29,-19.05,1.97,46.5056,,,,NaN,,,,0 / 0,303,2014-12-14 14:00:46:336
-1.85371,-9.62529,-2.78565,-0.25004,-9.79169,-0.48064,-1.78563,0.85832,-1.91716,-1.27837,0.74088,-0.02811,577.0,2.94,30.66,35.16,242.936,88.905,112.94,1.97,46.5056,,,,NaN,,,,0 / 0,354,2014-12-14 14:00:46:387
2.57796,-15.19181,-0.72664,-0.23733,-9.71358,-1.32714,1.28299,-2.22212,-2.09059,-1.4616,0.4703,-0.24968,633.0,1.98,28.62,36.9,194.656,84.288,161.848,1.97,46.5056,,,,NaN,,,,0 / 0,403,2014-12-14 14:00:46:436
3.50691,-18.49341,6.49188,0.02828,-9.6199,-1.90504,3.47863,-8.87351,8.39691,-1.61393,0.55339,-0.58204,633.0,1.38,27.0,38.04,177.203,78.797,-179.149,1.97,52.4758,,,,NaN,,,,0 / 0,454,2014-12-14 14:00:46:487
-5.9047,-16.56129,9.25,-3.0E-4,-9.68784,-1.52286,-5.9044,-6.87345,10.77286,0.18104,-0.26153,0.11358,633.0,0.6,24.18,39.0,177.203,78.797,-179.149,1.97,52.4758,,,,NaN,,,,0 / 0,503,2014-12-14 14:00:46:536
-3.47937,-12.43129,7.58124,-0.13737,-9.75951,-0.95214,-3.34201,-2.67178,8.53338,1.63406,-1.09351,-0.22198,599.0,-1.2,20.52,41.1,180.012,81.067,179.989,1.97,52.4758,,,,NaN,,,,0 / 0,554,2014-12-14 14:00:46:587
-1.85132,-13.57812,0.9924,-0.00389,-9.77597,0.77602,-1.84743,-3.80214,0.21638,2.55658,-0.64183,-0.29442,599.0,-1.2,20.52,41.1,180.012,81.067,179.989,1.97,52.4758,,,,NaN,,,,0 / 0,604,2014-12-14 14:00:46:637
-2.94786,-14.78719,-1.48321,-0.05971,-9.60464,1.97956,-2.88816,-5.18255,-3.46276,3.0679,-1.52494,0.3948,599.0,0.12,20.1,41.4,1.041,85.461,0.287,1.97,52.4758,,,,NaN,,,,0 / 0,653,2014-12-14 14:00:46:686
