ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.25235,-8.84957,3.89656,0.43769,-9.30596,3.06233,1.81466,0.45639,0.83423,-0.20885,0.03141,0.03155,581.0,3.84,37.44,21.72,358.131,71.538,-7.553,1.97,47.4587,,,,NaN,,,,0 / 0,3,2014-12-14 13:57:49:472
-1.87765,-9.38826,1.35871,0.37933,-9.38063,2.83369,-2.25698,-0.00763,-1.47498,-0.64134,0.11131,0.24034,563.0,4.62,37.92,21.9,356.422,73.05,-7.625,1.97,47.4587,,,,NaN,,,,0 / 0,53,2014-12-14 13:57:49:522
2.57317,-9.36672,3.81755,0.2288,-9.48478,2.48144,2.56,0.38711,1.24274,-0.53695,-0.33291,0.18068,563.0,5.28,37.74,21.54,356.422,73.05,-7.625,1.97,47.4587,,,,NaN,,,,0 / 0,103,2014-12-14 13:57:49:572
1.06961,-8.47847,2.56299,0.36856,-9.51411,2.34916,0.15039,0.98536,-0.05192,-0.57849,0.35951,-0.14848,563.0,6.0,37.44,22.56,352.758,75.279,-5.268,1.97,47.4587,,,,NaN,,,,0 / 0,154,2014-12-14 13:57:49:623
-1.47064,-9.56304,1.87346,0.21174,-9.59895,1.99706,-1.35706,-0.15039,-0.02095,-0.70633,0.7217,-0.01852,527.0,5.4,36.84,23.22,357.443,76.63,-8.848,1.97,47.4587,,,,NaN,,,,0 / 0,203,2014-12-14 13:57:49:672
0.69133,-9.03392,1.88783,0.15652,-9.66898,1.63,0.26187,-0.2053,0.49156,-0.6978,0.08894,-0.10161,527.0,6.24,36.42,23.82,357.443,76.63,-8.848,1.97,47.4587,,,,NaN,,,,0 / 0,253,2014-12-14 13:57:49:722
-0.33579,-8.6317,3.50152,0.13647,-9.72629,1.24603,-0.37873,1.0922,1.48022,-0.85972,1.06898,0.05605,527.0,6.48,35.7,26.1,351.654,80.388,-5.485,1.97,51.7229,,,,NaN,,,,0 / 0,304,2014-12-14 13:57:49:773
0.06404,-8.39467,3.34829,0.09487,-9.73901,1.14622,-0.07572,1.75645,1.48111,-0.77876,1.09561,0.0177,519.0,6.12,34.98,27.12,354.556,82.656,-6.25,1.97,51.7229,,,,NaN,,,,0 / 0,354,2014-12-14 13:57:49:823
-0.49141,-9.19194,-1.20309,0.05342,-9.78046,0.71452,-0.21518,-0.62115,-2.13967,-1.09302,0.99122,-0.13357,519.0,6.0,33.12,29.94,353.463,85.81,-4.276,1.97,51.7229,,,,NaN,,,,0 / 0,403,2014-12-14 13:57:49:872
-0.2496,-12.85746,-0.74579,0.16281,-9.80276,-0.22461,-0.09367,-2.67717,-1.52107,-1.33057,0.66205,-0.27738,519.0,5.52,31.68,31.14,353.463,85.81,-4.276,1.97,51.7229,,,,NaN,,,,0 / 0,453,2014-12-14 13:57:49:922
0.3729,-16.79832,4.98832,0.31603,-9.7878,-0.52179,0.11402,-7.00708,5.47374,-1.0781,0.22422,-0.62359,635.0,3.54,30.06,32.52,139.751,86.434,-148.798,1.97,51.7229,,,,NaN,,,,0 / 0,503,2014-12-14 13:57:49:972
-3.70922,-19.51813,14.34007,0.64793,-9.77328,-0.48468,-5.38187,-9.74485,13.80003,-0.83309,0.26257,-0.57672,635.0,3.12,28.98,33.12,139.751,86.434,-148.798,1.97,51.7229,,,,NaN,,,,0 / 0,554,2014-12-14 13:57:50:023
-0.63506,-12.76648,2.2709,0.59885,-9.73886,0.98357,-2.52439,-3.85841,0.20515,2.64074,-0.18377,0.08268,635.0,2.1,26.4,35.16,118.246,85.267,-126.798,1.97,51.7229,,,,NaN,,,,0 / 0,604,2014-12-14 13:57:50:073
-3.16094,-14.66508,4.26766,0.51655,-9.63531,1.75091,-2.86586,-5.51579,2.26536,2.73981,-1.05942,0.38735,635.0,1.14,24.78,35.82,13.359,79.272,-16.437,1.97,65.9655,,,,NaN,,,,0 / 0,653,2014-12-14 13:57:50:122
2.2308,-12.67071,-1.26294,0.33683,-9.03377,3.80124,2.43026,-3.57469,-5.00194,3.44501,0.0655,0.46404,649.0,2.52,27.0,34.14,13.359,79.272,-16.437,1.97,65.9655,,,,NaN,,,,0 / 0,704,2014-12-14 13:57:50:173
