ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.6007,-11.05223,1.18154,0.11163,-9.72719,1.24109,-2.71233,-1.32504,-0.05956,-0.95879,0.47989,0.07203,595.0,2.64,33.6,26.28,3.677,80.838,-8.997,1.97,46.9469,,,,NaN,,,,0 / 0,2,2014-12-14 13:59:25:235
-0.17777,-9.71148,0.64524,-0.00808,-9.76595,0.89274,-0.16969,0.05447,-0.2475,-0.78409,-0.2349,0.21158,595.0,2.46,33.24,26.4,355.574,84.777,0.519,1.97,46.9469,,,,NaN,,,,0 / 0,52,2014-12-14 13:59:25:285
-0.07242,-9.07941,3.20943,-0.25812,-9.79962,0.27204,0.1857,0.72021,2.93739,-1.03123,1.04768,0.45659,595.0,2.1,31.32,28.5,343.603,86.808,13.389,1.97,46.9469,,,,NaN,,,,0 / 0,102,2014-12-14 13:59:25:335
-1.22882,-8.55029,1.66996,-0.41629,-9.79767,0.07452,-0.81253,1.24738,1.59544,-0.84694,0.89428,0.45978,595.0,1.92,30.66,28.92,343.603,86.808,13.389,1.97,46.9469,,,,NaN,,,,0 / 0,152,2014-12-14 13:59:25:385
1.02173,-10.3244,-2.95325,-0.47764,-9.76909,-0.71407,1.49937,-0.55531,-2.23918,-0.95134,0.71212,-0.19322,595.0,1.92,27.78,32.22,251.023,86.674,108.335,1.97,46.9469,,,,NaN,,,,0 / 0,203,2014-12-14 13:59:25:436
2.03687,-11.8902,-3.44166,-0.28536,-9.72674,-1.21715,2.32223,-2.16346,-2.22451,-1.31779,0.81651,-0.33277,595.0,0.84,26.28,33.12,192.839,82.676,166.805,1.97,56.5988,,,,NaN,,,,0 / 0,252,2014-12-14 13:59:25:485
-6.44579,-19.51813,3.76967,0.13662,-9.67392,-1.60277,-6.58241,-9.84421,5.37244,-1.19315,0.07615,-0.77912,653.0,-0.36,24.48,34.44,192.839,82.676,166.805,1.97,56.5988,,,,NaN,,,,0 / 0,302,2014-12-14 13:59:25:535
-7.28137,-18.09837,10.86848,0.15113,-9.64235,-1.78188,-7.4325,-8.45602,12.65036,-0.12363,-0.05381,0.01344,653.0,-0.96,22.26,36.0,174.427,80.559,-175.128,1.97,56.5988,,,,NaN,,,,0 / 0,353,2014-12-14 13:59:25:586
0.95948,-12.79521,2.57257,0.13318,-9.78735,-0.60139,0.8263,-3.00787,3.17396,2.27002,-0.60455,-0.34662,653.0,-1.92,19.38,37.2,175.663,82.352,-174.48,1.97,56.5988,,,,NaN,,,,0 / 0,402,2014-12-14 13:59:25:635
-3.79062,-13.20462,0.63805,0.27608,-9.74949,1.02053,-4.0667,-3.45513,-0.38247,3.23089,-0.71747,0.31065,653.0,-1.38,19.14,36.66,68.386,88.623,-67.489,1.97,56.5988,,,,NaN,,,,0 / 0,453,2014-12-14 13:59:25:686
-1.54725,-14.44242,-1.49278,0.16685,-9.5777,2.10046,-1.7141,-4.86472,-3.59325,3.55154,-0.03463,0.45446,653.0,1.32,23.16,34.86,2.599,77.593,-4.542,1.97,56.5988,,,,NaN,,,,0 / 0,502,2014-12-14 13:59:25:735
