sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
10.5147;-10.5902;10.7583;3.8418;-8.3851;3.332;6.6729;-2.2051;7.4264;1.0248;1.1482;-0.3789;7.0;-45.6;45.3;-18.6;156.26;65.65;-54.47;2.0;65.459;;;;;;0 / 0;91.9;7.0;3.569;22;2014-11-21 16:42:14:436
-1.7747;-10.9972;3.207;1.5109;-9.117;3.2816;-3.2856;-1.8802;-0.0745;-1.8898;0.5219;0.076;9.0;-48.24;43.62;-26.04;102.46;54.54;-20.37;2.0;69.665;;;;;;0 / 0;91.9;6.0;3.569;528;2014-11-21 16:42:14:942
0.8685;-16.3195;1.3683;1.9817;-9.5847;0.6149;-1.1132;-6.7347;0.7534;2.5311;0.4004;-0.6101;9.0;-51.36;44.16;-34.5;199.83;77.79;-72.76;2.0;72.094;;;;;;0 / 0;91.9;6.0;3.569;1031;2014-11-21 16:42:15:445
2.238;-7.9158;3.4105;1.0312;-9.3598;2.7388;1.2068;1.444;0.6717;-1.8355;-0.8236;0.0866;9.0;-53.7;48.36;-25.8;123.18;72.64;-20.63;2.0;64.286;;;;;;0 / 0;91.9;6.0;3.569;1542;2014-11-21 16:42:15:956
-0.7596;-14.2988;0.1568;1.5872;-9.058;3.4065;-2.3468;-5.2408;-3.2497;2.8954;0.1139;0.4009;9.0;-53.7;60.24;-32.76;126.28;67.47;-24.98;2.0;67.641;;;;;;0 / 0;91.9;6.0;3.569;2053;2014-11-21 16:42:16:467
0.7105;-7.5328;2.211;0.927;-9.5964;1.7943;-0.2165;2.0637;0.4167;-1.4349;0.5155;-0.1179;9.0;-58.56;52.38;-38.64;119.73;67.64;-13.14;2.0;68.508;;;;;;0 / 0;91.9;6.0;3.569;2554;2014-11-21 16:42:16:968
1.6466;-3.4291;-1.986;1.3572;-7.2703;6.4398;0.2894;3.8412;-8.4258;3.02;0.0222;0.5745;9.0;-55.14;47.28;-37.2;138.0;65.83;-28.32;2.0;65.673;;;;;;0 / 0;91.9;6.0;3.569;3068;2014-11-21 16:42:17:482
1.4814;-8.8568;2.3667;0.7666;-9.5421;2.1289;0.7148;0.6853;0.2378;-1.5702;0.8542;-0.0828;9.0;-45.54;35.7;-33.36;139.11;76.66;-19.8;2.0;69.488;;;;;;0 / 0;91.9;6.0;3.569;3585;2014-11-21 16:42:17:999
1.7951;-2.7013;-3.1328;1.1314;-8.5694;4.6319;0.6636;5.8682;-7.7647;2.2221;0.5272;0.1303;9.0;-32.1;33.66;-19.62;138.22;74.54;-26.61;2.0;67.775;;;;;;0 / 0;91.9;6.0;3.569;4107;2014-11-21 16:42:18:521
1.886;-8.4689;3.4608;1.7918;-9.0564;3.3079;0.0943;0.5875;0.1529;-0.2003;0.0382;0.1303;9.0;-28.26;33.36;-24.3;145.44;67.44;-28.44;2.0;65.402;;;;;;0 / 0;91.9;6.0;3.569;4609;2014-11-21 16:42:19:023
