sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0449;-10.0084;1.3467;2.0559;-9.4076;1.8557;-2.011;-0.6008;-0.5089;-0.588;0.3514;-0.037;9.0;-17.88;16.98;-28.5;194.98;69.27;-44.09;2.0;65.144;;;;;;0 / 0;91.0;8.0;3.568;6;2014-11-21 16:39:25:773
7.5316;-12.946;9.1207;2.7593;-9.4013;0.4175;4.7722;-3.5448;8.7032;-0.6839;-0.1951;-0.381;9.0;-12.3;20.52;-24.84;248.6;73.47;-81.4;2.0;65.324;;;;;;0 / 0;91.0;8.0;3.568;513;2014-11-21 16:39:26:280
8.1684;-9.1871;1.2941;3.2537;-8.8283;2.7652;4.9147;-0.3588;-1.4711;-1.6363;-0.3293;0.1878;9.0;-9.54;26.28;-14.76;74.78;54.86;-30.87;2.0;67.433;;;;;;0 / 0;91.0;8.0;3.568;1013;2014-11-21 16:39:26:780
-0.3358;-6.7235;1.8687;2.5554;-9.43;0.8469;-2.8911;2.7065;1.0217;-0.3867;0.3514;-0.3001;15.0;-4.74;42.42;-34.62;263.47;74.07;-71.66;2.0;64.223;;;;;;0 / 0;91.0;8.0;3.568;1513;2014-11-21 16:39:27:280
5.9897;-9.9748;11.6825;2.8181;-9.1304;2.2057;7.1694;-1.5782;1.3152;-1.7683;-1.304;-0.3054;15.0;-7.62;50.04;-20.52;277.19;65.7;-34.4;2.0;71.363;;;;;;0 / 0;91.0;8.0;3.568;2020;2014-11-21 16:39:27:787
1.0433;-6.9797;2.3403;2.671;-9.4225;0.502;0.4425;2.0958;3.3662;0.3824;0.2012;-0.5494;9.0;-13.14;58.32;-23.52;268.75;73.91;-79.36;2.0;63.012;;;;;;0 / 0;91.0;8.0;3.568;2530;2014-11-21 16:39:28:297
7.1796;-6.3428;4.8471;3.253;-9.0969;1.684;2.49;0.0274;2.7436;-0.767;-0.9525;0.0674;17.0;-11.88;50.52;-48.66;241.03;67.65;-51.96;2.0;74.393;;;;;;0 / 0;91.0;8.0;3.568;3050;2014-11-21 16:39:28:817
2.8222;-5.3947;2.144;3.3448;-9.1385;1.213;-0.4226;3.7994;1.0903;-0.0724;0.3621;-0.3416;11.0;-21.12;47.64;-33.6;246.6;71.53;-75.77;2.0;69.046;;;;;;0 / 0;91.0;8.0;3.568;3553;2014-11-21 16:39:29:320
8.1277;-6.7666;9.0202;2.7872;-9.2072;1.9056;0.2647;0.4244;4.2918;-0.6413;-0.5125;0.2869;11.0;-27.3;37.86;-45.96;194.34;58.55;-37.38;2.0;71.969;;;;;;0 / 0;91.0;8.0;3.568;4071;2014-11-21 16:39:29:838
1.7136;-9.4146;1.2103;2.5441;-9.2726;1.9279;1.3382;0.7332;1.1271;0.0746;0.5794;-0.038;11.0;-28.5;39.78;-36.78;205.37;73.34;-56.99;2.0;71.052;;;;;;0 / 0;91.0;8.0;3.568;4572;2014-11-21 16:39:30:339
2.5157;-8.986;2.7737;2.9185;-9.038;2.4431;-0.4618;0.3147;0.3868;-0.0501;-0.0949;-0.0444;11.0;-28.02;40.08;-41.34;200.56;67.58;-47.2;2.0;61.73;;;;;;0 / 0;91.0;8.0;3.568;5074;2014-11-21 16:39:30:841
2.8365;-9.4457;1.8974;3.4086;-8.9337;2.1777;-0.5721;-0.5121;-0.2803;0.245;-0.6446;-0.3459;11.0;-29.58;40.92;-39.42;213.5;65.64;-57.43;2.0;69.564;;;;;;0 / 0;91.0;8.0;3.568;5586;2014-11-21 16:39:31:353
