sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.8924;-8.9932;2.4098;1.8771;-9.3465;2.3004;-0.9846;0.3533;0.1094;-0.098;-0.1674;0.191;13.0;-13.5;21.3;-29.46;203.73;71.77;-42.0;2.0;53.299;;;;;;0 / 0;91.6;7.0;3.574;7;2014-11-21 16:40:26:871
0.1311;-9.101;0.1353;1.9194;-9.5837;0.8006;-1.7883;0.4827;-0.6653;-0.539;-0.0268;-0.2245;13.0;-9.42;22.32;-27.36;237.61;77.76;-67.36;2.0;69.424;;;;;;0 / 0;91.6;7.0;3.574;526;2014-11-21 16:40:27:390
4.206;-13.4752;10.9331;2.6278;-8.8689;3.2572;1.5782;-4.6063;7.676;-0.3462;-1.1495;0.2347;13.0;-6.78;27.6;-21.06;211.54;60.22;-26.58;2.0;65.856;;;;;;0 / 0;91.6;7.0;3.574;1026;2014-11-21 16:40:27:890
2.4295;-6.0531;3.8583;2.6323;-9.4433;0.2595;-0.2028;3.3902;3.5988;-0.3739;0.377;-0.3757;13.0;-4.92;43.62;-35.16;276.26;74.35;-84.37;2.0;55.88;;;;;;0 / 0;91.6;7.0;3.574;1526;2014-11-21 16:40:28:390
3.2747;-7.5591;5.5964;2.4355;-9.105;2.709;0.8392;1.5459;2.8874;0.4559;-0.6563;-0.0743;13.0;-10.98;49.74;-18.9;217.38;69.42;-35.8;2.0;70.669;;;;;;0 / 0;91.6;7.0;3.574;2026;2014-11-21 16:40:28:890
3.617;-5.7323;4.4353;3.2712;-9.093;1.6694;0.3458;3.3607;2.7659;-0.2099;-0.0225;-0.2788;13.0;-10.92;59.88;-34.74;267.01;68.01;-62.96;2.0;54.618;;;;;;0 / 0;91.6;7.0;3.574;2526;2014-11-21 16:40:29:390
2.4032;-8.8615;8.5485;3.1762;-8.4978;3.7243;-0.773;-0.3638;4.8242;-0.0852;-0.928;-0.3406;13.0;-14.4;61.74;-26.88;351.02;57.98;-29.52;2.0;47.138;;;;;;0 / 0;91.6;7.0;3.574;3028;2014-11-21 16:40:29:892
5.0799;-4.4682;3.456;3.1794;-9.1556;1.4964;1.9005;4.6874;1.9597;0.0511;-0.2419;-0.3629;13.0;-17.16;52.26;-44.7;247.86;69.0;-64.8;2.0;60.876;;;;;;0 / 0;91.6;7.0;3.574;3529;2014-11-21 16:40:30:393
0.7799;-5.6102;1.9573;2.986;-8.4235;4.0372;-2.2061;2.8133;-2.08;-0.0245;-0.3208;0.028;13.0;-24.06;47.22;-34.98;187.0;59.2;-36.49;2.0;47.461;;;;;;0 / 0;91.6;7.0;3.574;4031;2014-11-21 16:40:30:895
2.0488;-8.2989;4.215;2.4273;-9.0757;2.8126;-0.3784;0.7768;1.4024;0.31;-0.5168;-0.0306;13.0;-27.84;39.54;-42.78;192.38;69.47;-41.32;2.0;62.99;;;;;;0 / 0;91.6;7.0;3.574;4532;2014-11-21 16:40:31:396
3.1119;-8.749;1.9501;2.7825;-9.0516;2.5491;0.3294;0.3026;-0.599;-0.1023;-0.0023;-0.038;13.0;-29.58;39.6;-39.84;197.12;67.37;-47.51;2.0;50.314;;;;;;0 / 0;91.6;7.0;3.574;5047;2014-11-21 16:40:31:911
2.2188;-8.5096;2.7114;3.4201;-8.8937;2.3183;-1.2013;0.3841;0.3931;0.3718;-1.1037;-0.3789;13.0;-30.36;39.42;-39.66;205.86;66.87;-53.1;2.0;42.924;;;;;;0 / 0;91.6;7.0;3.574;5559;2014-11-21 16:40:32:423
