sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.2005;-9.3236;3.9014;1.9477;-9.2427;2.6365;-1.7472;-0.081;1.2649;-0.1726;0.3557;-0.0806;13.0;-16.8;23.52;-32.16;191.71;70.47;-36.46;2.0;61.422;;;;;;0 / 0;91.2;8.0;3.572;5;2014-11-21 16:40:06:796
1.8477;-8.5814;1.0762;1.4916;-9.5674;1.5532;0.3561;0.986;-0.477;-0.4027;0.1394;-0.1552;13.0;-14.64;24.6;-30.12;189.5;74.51;-33.84;2.0;69.602;;;;;;0 / 0;91.2;8.0;3.572;537;2014-11-21 16:40:07:328
0.6913;-2.639;-3.9851;1.6661;-7.9446;5.5026;-0.9747;5.3056;-9.4878;1.0376;0.4025;0.2432;13.0;-9.96;30.3;-24.96;150.69;54.11;-16.85;2.0;69.617;;;;;;0 / 0;91.2;8.0;3.572;1046;2014-11-21 16:40:07:837
4.9386;-6.4913;3.6021;2.1097;-9.4308;1.6676;2.8289;2.9395;1.9345;-0.033;-0.6041;-0.1829;13.0;-6.6;40.5;-35.94;228.17;74.54;-45.03;2.0;71.041;;;;;;0 / 0;91.2;8.0;3.572;1546;2014-11-21 16:40:08:337
2.4439;-2.6318;-2.9772;1.8072;-8.0671;5.275;0.6367;5.4353;-8.2522;1.1686;0.525;0.7662;13.0;-8.82;47.88;-22.8;8.62;55.35;-18.91;2.0;70.717;;;;;;0 / 0;91.2;8.0;3.572;2047;2014-11-21 16:40:08:838
4.9339;-6.3979;2.2278;1.9836;-9.5967;0.3744;2.9503;3.1988;1.8534;-0.2759;-0.2537;0.0429;13.0;-9.9;57.9;-38.28;262.65;78.12;-79.31;2.0;72.003;;;;;;0 / 0;91.2;8.0;3.572;2552;2014-11-21 16:40:09:343
1.9219;-3.5033;-0.1401;2.3713;-8.6678;3.9266;-0.4494;5.1644;-4.0667;0.1726;-0.6159;-0.1723;19.0;-13.5;62.76;-27.9;249.48;64.75;-29.62;2.0;63.492;;;;;;0 / 0;91.2;8.0;3.572;3069;2014-11-21 16:40:09:860
0.0712;-11.8375;0.6524;2.3227;-9.5069;0.6295;-2.2514;-2.3306;0.0229;-0.2993;0.1096;-0.0423;13.0;-15.96;52.8;-47.16;251.37;75.8;-74.84;2.0;66.346;;;;;;0 / 0;91.2;8.0;3.572;3590;2014-11-21 16:40:10:381
3.8924;-6.1513;-2.1057;2.7414;-8.39;4.2735;1.151;2.2387;-6.3792;1.4413;-0.1738;0.2272;13.0;-22.44;47.94;-33.42;175.59;58.82;-32.68;2.0;59.872;;;;;;0 / 0;91.2;8.0;3.572;4101;2014-11-21 16:40:10:892
-1.406;-18.3067;2.144;2.6948;-9.273;1.7087;-4.1008;-9.0336;0.4353;-0.6541;0.28;0.3007;13.0;-27.06;41.52;-42.72;216.38;71.01;-57.62;2.0;68.909;;;;;;0 / 0;91.2;8.0;3.572;4601;2014-11-21 16:40:11:392
4.2539;-7.6908;3.3651;2.3317;-9.1848;2.5248;1.9222;1.494;0.8402;-0.0533;0.1288;0.0238;13.0;-29.88;39.3;-39.06;188.34;71.23;-43.35;2.0;68.517;;;;;;0 / 0;91.2;8.0;3.572;5101;2014-11-21 16:40:11:892
2.578;-8.9477;2.2541;2.5604;-9.1638;2.3746;0.0175;0.2161;-0.1205;-0.0501;-0.03;0.0195;7.0;-29.94;38.16;-41.94;197.14;69.14;-47.16;2.0;59.706;;;;;;0 / 0;91.2;8.0;3.572;5621;2014-11-21 16:40:12:412
