sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.8853;-10.425;0.662;1.9133;-9.4556;1.7615;-1.028;-0.9694;-1.0995;-0.8256;0.6039;0.1761;7.0;-51.0;40.14;-26.16;155.85;70.6;-45.56;2.0;59.027;;;;;;0 / 0;91.0;8.0;3.571;6;2014-11-21 16:39:14:943
-1.9782;-13.195;-9.1638;2.667;-9.3218;1.47;-4.6452;-3.8732;-10.6338;1.1622;-0.6894;-1.1108;7.0;-46.38;42.48;-21.54;256.25;80.08;-132.45;2.0;66.663;;;;;;0 / 0;91.0;8.0;3.571;517;2014-11-21 16:39:15:454
-0.4986;-8.8783;1.9956;1.6999;-8.3745;4.8114;-2.1985;-0.5038;-2.8159;-1.6554;-0.5147;0.37;7.0;-51.54;44.16;-16.14;96.24;58.64;-19.46;2.0;69.594;;;;;;0 / 0;91.0;8.0;3.571;1018;2014-11-21 16:39:15:955
0.1407;-13.7673;-0.1808;2.6392;-9.3422;1.3894;-2.4985;-4.4251;-1.5701;0.4581;-0.1322;-1.3856;7.0;-53.34;55.14;-33.18;252.55;83.18;-124.76;2.0;71.814;;;;;;0 / 0;91.0;8.0;3.571;1533;2014-11-21 16:39:16:470
6.7918;-13.8104;-0.5686;2.2921;-8.0797;5.0631;4.4996;-5.7307;-5.6318;-1.7375;-0.3591;0.1143;7.0;-59.76;58.2;-23.34;96.04;55.48;-24.36;2.0;67.78;;;;;;0 / 0;91.0;8.0;3.571;2045;2014-11-21 16:39:16:982
5.8796;-11.2174;6.1088;2.627;-9.3532;1.3363;3.2525;-1.8642;4.7725;-0.4868;-0.1365;-0.4599;7.0;-60.24;54.48;-53.16;216.44;81.45;-81.25;2.0;65.355;;;;;;0 / 0;91.0;8.0;3.571;2548;2014-11-21 16:39:17:485
5.3337;-14.9332;-0.4058;2.5341;-7.7343;5.4706;2.7996;-7.1989;-5.8764;-1.5553;0.2108;0.3327;13.0;-54.72;56.94;-28.02;73.23;41.37;-21.07;2.0;63.915;;;;;;0 / 0;91.0;8.0;3.571;3048;2014-11-21 16:39:17:985
0.6051;-11.1288;-0.6333;1.5344;-9.6844;-0.1739;-0.9292;-1.4445;-0.4594;-1.3742;1.3293;0.4392;7.0;-43.98;38.46;-42.18;235.14;80.94;-96.47;2.0;65.196;;;;;;0 / 0;91.0;8.0;3.571;3551;2014-11-21 16:39:18:488
0.9307;-2.7108;0.82;2.0987;-5.9931;7.4731;-1.1679;3.2823;-6.653;2.269;-0.7458;0.2325;15.0;-39.9;40.86;-11.1;61.4;37.67;-15.69;2.0;60.199;;;;;;0 / 0;91.0;8.0;3.571;4063;2014-11-21 16:39:19:000
1.3306;-8.9334;3.9995;1.2553;-9.1041;3.4219;0.0753;0.1707;0.5776;-0.751;-0.0726;0.1292;9.0;-25.14;33.54;-40.08;162.21;68.18;-20.15;2.0;57.753;;;;;;0 / 0;91.0;8.0;3.571;4581;2014-11-21 16:39:19:518
1.6777;-9.0004;3.2884;1.2353;-9.237;3.0534;0.4425;0.2366;0.2351;-0.1289;0.0414;-0.0583;9.0;-19.26;31.86;-31.14;161.08;70.37;-19.14;2.0;61.871;;;;;;0 / 0;91.0;8.0;3.571;5082;2014-11-21 16:39:20:019
1.1869;-9.1105;2.5917;1.3487;-9.2699;2.9021;-0.1618;0.1594;-0.3103;0.0309;-0.0129;-0.0018;9.0;-21.6;33.24;-24.12;152.16;70.99;-24.95;2.0;46.022;;;;;;0 / 0;91.0;8.0;3.571;5583;2014-11-21 16:39:20:520
