sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
3.4064;-8.9573;1.8639;1.9641;-9.3751;2.1024;1.4422;0.4178;-0.2385;-0.3228;0.1256;0.1122;11.0;-12.66;20.22;-32.1;206.31;72.94;-43.05;2.0;66.704;;;;;;0 / 0;91.9;7.0;3.574;11;2014-11-21 16:41:09:841
5.2235;-15.7784;-5.4384;3.3033;-8.8633;2.5884;1.9203;-6.9151;-8.0269;0.3281;0.2822;-0.9819;11.0;-8.76;23.58;-27.78;234.55;64.66;-51.92;2.0;51.099;;;;;;0 / 0;91.9;7.0;3.574;513;2014-11-21 16:41:10:343
-0.7739;-12.4385;-1.5455;2.0684;-9.3883;1.9374;-2.8424;-3.0502;-3.4828;-0.8107;0.5432;0.4296;11.0;-5.88;36.9;-34.02;246.58;65.86;-48.9;2.0;67.926;;;;;;0 / 0;91.9;7.0;3.574;1021;2014-11-21 16:41:10:851
5.0607;-17.6243;3.614;3.3021;-8.8726;2.5584;1.7587;-8.7517;1.0557;1.9132;0.5293;-0.2276;11.0;-5.28;44.16;-32.52;258.61;71.68;-61.35;2.0;63.677;;;;;;0 / 0;91.9;7.0;3.574;1537;2014-11-21 16:41:11:367
4.3401;-19.5181;2.0387;3.0978;-9.1236;1.8263;1.2423;-10.3946;0.2123;-0.8075;-0.7501;0.3433;17.0;-7.8;53.58;-28.08;285.34;61.7;-50.81;2.0;74.046;;;;;;0 / 0;91.9;7.0;3.574;2052;2014-11-21 16:41:11:882
7.1868;-10.5495;-4.1384;3.5045;-8.3016;3.8693;3.6823;-2.2479;-8.0077;1.9271;0.7168;-0.0945;11.0;-10.98;60.12;-36.78;264.75;66.91;-59.61;2.0;65.958;;;;;;0 / 0;91.9;7.0;3.574;2554;2014-11-21 16:41:12:384
4.5412;-16.4296;5.4504;3.7761;-8.6119;2.7834;0.7651;-7.8177;2.667;-0.9247;-0.8087;0.3529;11.0;-16.62;55.68;-40.92;253.95;61.42;-53.61;2.0;71.717;;;;;;0 / 0;91.9;7.0;3.574;3054;2014-11-21 16:41:12:884
8.4725;-15.6012;-8.108;4.1951;-8.2534;3.2329;4.2774;-7.3478;-11.3409;1.8035;0.5826;-0.8625;11.0;-22.08;49.5;-40.08;245.78;57.31;-52.38;2.0;64.1;;;;;;0 / 0;91.9;7.0;3.574;3558;2014-11-21 16:41:13:388
11.8531;-4.959;-2.9461;4.1738;-8.651;1.9776;7.6793;3.692;-4.9237;-0.6679;-1.255;0.2773;11.0;-28.02;45.36;-37.86;235.29;61.9;-64.65;2.0;73.427;;;;;;0 / 0;91.9;7.0;3.574;4058;2014-11-21 16:41:13:888
4.1701;-8.6413;3.8607;2.6417;-9.2106;2.0873;1.5284;0.5694;1.7734;0.2461;-0.4518;-0.233;11.0;-28.26;40.32;-42.48;207.99;73.43;-54.54;2.0;68.461;;;;;;0 / 0;91.8;7.0;3.569;4563;2014-11-21 16:41:14:393
2.7886;-8.919;2.6588;2.9151;-9.0953;2.2245;-0.1264;0.1763;0.4342;-0.0309;-0.0129;-0.0316;11.0;-28.08;40.38;-42.3;209.23;68.04;-52.65;2.0;50.719;;;;;;0 / 0;91.8;7.0;3.569;5065;2014-11-21 16:41:14:895
