sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.9866;-9.101;3.1783;1.9914;-9.4592;1.652;-0.0048;0.3582;1.5263;-0.2429;-0.1162;0.2464;7.0;-47.52;42.78;-20.94;156.47;72.74;-49.41;2.0;62.238;;;;;;0 / 0;91.9;7.0;3.566;11;2014-11-21 16:41:36:855
5.111;-15.5031;7.2437;1.716;-9.6548;0.1065;3.395;-5.8483;7.1371;1.4733;-0.2771;-1.2088;7.0;-43.8;44.52;-19.5;203.98;79.9;-86.45;2.0;68.394;;;;;;0 / 0;91.9;7.0;3.566;511;2014-11-21 16:41:37:355
2.3577;-10.5135;2.6109;1.3946;-8.5606;4.5762;0.9631;-1.9529;-1.9653;-1.6064;-0.6851;0.1239;7.0;-48.66;44.58;-20.1;99.97;60.8;-16.95;2.0;63.415;;;;;;0 / 0;91.9;7.0;3.566;1022;2014-11-21 16:41:37:866
-0.1083;-14.5286;0.2646;2.443;-9.4059;1.3156;-2.5513;-5.1227;-1.0511;0.6743;-0.5381;-1.5379;7.0;-52.44;52.62;-34.8;187.82;73.56;-61.7;2.0;72.857;;;;;;0 / 0;91.9;7.0;3.566;1539;2014-11-21 16:41:38:383
-0.9894;-9.6205;0.1281;1.3436;-8.4915;4.7182;-2.333;-1.129;-4.5901;-1.8099;-0.2494;0.1857;7.0;-55.86;57.24;-14.7;74.11;49.11;-17.18;2.0;67.219;;;;;;0 / 0;91.9;7.0;3.566;2047;2014-11-21 16:41:38:891
0.2029;-14.021;-0.3675;2.359;-9.4185;1.378;-2.1561;-4.6026;-1.7455;0.3334;0.0052;-0.9787;7.0;-62.52;53.76;-51.72;234.73;81.72;-100.42;2.0;70.456;;;;;;0 / 0;91.9;7.0;3.566;2552;2014-11-21 16:41:39:396
2.7527;-10.3052;2.4361;1.9676;-7.9088;5.4543;1.5537;-6.1697;-4.6343;-1.7066;-0.6244;0.1484;13.0;-60.9;55.74;-26.16;93.9;53.75;-19.84;2.0;70.336;;;;;;0 / 0;91.9;7.0;3.566;3073;2014-11-21 16:41:39:917
2.5875;-17.5812;7.6387;2.1718;-9.5167;0.9424;-1.8444;-3.1349;1.9175;-0.4836;-0.1738;-0.5803;5.0;-47.16;42.48;-33.48;194.58;76.03;-66.54;2.0;67.368;;;;;;0 / 0;91.9;7.0;3.566;3573;2014-11-21 16:41:40:417
3.8876;-11.5502;1.2318;1.6972;-7.8944;5.5649;2.0755;-1.197;-2.5374;-1.0408;0.0499;0.5798;13.0;-38.16;38.04;-14.94;67.09;40.04;-12.86;2.0;67.607;;;;;;0 / 0;91.9;7.0;3.566;4085;2014-11-21 16:41:40:929
2.2452;-9.9341;1.9692;1.0545;-9.3178;2.8702;-2.4102;-0.2596;0.6313;-0.1619;0.1064;0.0951;13.0;-26.52;27.78;-37.62;160.21;71.83;-20.17;2.0;61.565;;;;;;0 / 0;91.9;7.0;3.566;4602;2014-11-21 16:41:41:446
1.1438;-9.3883;2.2182;1.1949;-9.459;2.2954;-0.2641;-0.013;0.0186;-0.0394;-0.0534;-0.0103;7.0;-24.54;30.96;-26.04;157.07;74.43;-26.89;2.0;54.779;;;;;;0 / 0;91.9;7.0;3.566;5120;2014-11-21 16:41:41:964
