sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.9243;-10.1831;0.595;2.2043;-9.3989;1.7241;-0.28;-0.7843;-1.1292;-0.3952;-0.1045;0.1761;5.0;-48.12;42.3;-24.96;159.44;70.46;-48.29;2.0;67.868;;;;;;0 / 0;91.0;8.0;3.569;5;2014-11-21 16:39:34:746
4.1701;-13.4249;11.6873;1.6272;-9.6705;0.0783;2.5429;-3.7544;11.609;-0.2695;0.198;-0.6388;5.0;-44.64;44.58;-20.1;205.24;80.44;-87.25;2.0;69.833;;;;;;0 / 0;91.0;8.0;3.569;505;2014-11-21 16:39:35:246
2.1925;-8.5718;2.5821;1.9704;-8.3778;4.701;0.2221;-0.1941;-2.1189;-1.6927;0.1021;0.0259;11.0;-49.08;44.94;-18.0;100.34;58.68;-22.74;2.0;70.16;;;;;;0 / 0;91.0;8.0;3.569;1014;2014-11-21 16:39:35:755
2.8198;-17.7368;8.9411;1.923;-9.5837;0.7916;0.8968;-8.1532;8.1496;1.7119;-0.8704;-1.1992;3.0;-52.74;50.82;-41.88;187.13;82.73;-58.0;2.0;72.448;;;;;;0 / 0;91.0;8.0;3.569;1533;2014-11-21 16:39:36:274
5.4031;-14.2509;-0.3316;1.9125;-6.6556;6.9438;-0.0385;2.9919;-10.1748;-2.7718;-0.1237;0.7385;11.0;-62.4;40.5;-65.76;91.31;37.17;-17.24;2.0;68.538;;;;;;0 / 0;91.0;8.0;3.569;2036;2014-11-21 16:39:36:777
0.9619;-12.3307;-0.2334;1.062;-9.749;0.0245;-0.1001;-2.5817;-0.258;-1.5148;1.1834;0.5862;3.0;-53.58;56.94;-30.06;210.82;83.78;-88.68;2.0;69.35;;;;;;0 / 0;91.0;8.0;3.569;2540;2014-11-21 16:39:37:281
-0.6399;-3.1705;0.9373;1.9519;-6.6774;6.9118;0.2749;3.5015;-6.4898;-1.9377;-0.2856;0.7279;13.0;-51.6;29.4;-51.12;121.07;42.91;-15.77;2.0;60.098;;;;;;0 / 0;91.0;8.0;3.569;3057;2014-11-21 16:39:37:798
1.1366;-10.006;0.6931;0.7379;-9.7784;-0.105;-0.5532;-1.1809;0.7775;-1.1345;1.5658;0.7513;5.0;-44.28;35.7;-27.9;179.61;80.74;-57.19;2.0;65.052;;;;;;0 / 0;91.0;8.0;3.569;3572;2014-11-21 16:39:38:313
1.2013;-4.0181;-0.4465;1.6007;-6.2385;7.3952;-1.551;2.5998;-7.2336;2.3425;-0.6744;0.2965;5.0;-35.88;29.16;-28.86;109.23;49.72;-14.63;2.0;62.764;;;;;;0 / 0;91.0;8.0;3.569;4074;2014-11-21 16:39:38:815
1.0792;-9.1057;2.1727;1.1827;-9.0791;3.5132;0.8564;-0.2945;-0.7449;-1.012;-0.521;0.1218;15.0;-27.12;22.5;-34.08;153.15;67.79;-18.61;2.0;69.427;;;;;;0 / 0;91.0;8.0;3.569;4584;2014-11-21 16:39:39:325
1.175;-9.6397;2.9389;1.3279;-9.5475;1.8036;-0.3255;-0.0727;0.042;-0.0309;-0.0118;-0.1019;9.0;-25.14;25.2;-24.78;169.38;76.8;-36.36;2.0;65.792;;;;;;0 / 0;91.0;8.0;3.569;5094;2014-11-21 16:39:39:835
1.1199;-10.2574;1.6532;1.4926;-9.5379;1.7243;0.2173;0.1315;0.2233;0.032;-0.0193;0.0131;9.0;-25.86;23.88;-23.16;168.65;77.36;-39.13;2.0;61.004;;;;;;0 / 0;91.0;8.0;3.569;5617;2014-11-21 16:39:40:358
