sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.9583;-9.314;2.0602;2.1879;-9.2531;2.4006;-3.1461;-0.0609;-0.3404;-0.0085;-0.0395;0.0174;11.0;-13.62;22.26;-30.36;204.34;69.63;-42.47;2.0;65.963;;;;;;0 / 0;91.9;7.0;3.577;27;2014-11-21 16:40:52:399
1.5556;-6.0555;0.4058;2.173;-9.5226;0.876;-0.6174;3.4671;-0.4702;-0.2567;0.1895;-0.5238;11.0;-11.82;23.46;-28.44;234.23;76.18;-68.05;2.0;67.163;;;;;;0 / 0;91.9;7.0;3.577;527;2014-11-21 16:40:52:899
10.9433;-10.6739;13.9618;2.9181;-8.8759;2.979;8.0252;-1.798;10.9828;-1.2421;-0.7053;0.0238;11.0;-8.52;32.22;-23.4;234.23;64.83;-44.41;2.0;74.091;;;;;;0 / 0;91.9;7.0;3.577;1042;2014-11-21 16:40:53:414
2.1925;-7.0755;4.2557;3.162;-9.0981;1.8429;-0.9695;2.0227;2.4128;0.0074;0.4409;-0.4173;11.0;-4.5;44.16;-30.96;267.07;68.09;-59.76;2.0;61.177;;;;;;0 / 0;91.9;7.0;3.577;1552;2014-11-21 16:40:53:924
4.7495;-9.4146;7.6267;2.7068;-8.8279;3.3033;2.0427;-0.5867;4.3235;-0.5316;-0.7778;0.175;15.0;-9.78;49.68;-17.4;0.05;59.85;-30.45;2.0;72.367;;;;;;0 / 0;91.9;7.0;3.577;2052;2014-11-21 16:40:54:424
8.4461;-16.5972;11.558;3.3172;-8.8524;2.6082;5.129;-7.7448;8.9498;-0.1246;0.5677;-0.2532;11.0;-8.94;57.54;-34.5;265.25;70.55;-64.33;2.0;68.159;;;;;;0 / 0;91.9;7.0;3.577;2574;2014-11-21 16:40:54:946
6.8348;-8.2869;7.993;3.6549;-8.513;3.2156;3.1799;0.2261;4.7775;-1.1771;-0.5732;0.3103;17.0;-11.94;56.58;-27.9;288.65;60.24;-48.66;2.0;74.16;;;;;;0 / 0;91.9;7.0;3.577;3075;2014-11-21 16:40:55:447
5.9346;-14.9021;11.0385;3.8642;-8.7528;2.1513;2.0704;-6.1494;8.8871;-0.2855;0.3067;-0.4034;11.0;-16.2;46.86;-40.26;256.88;65.99;-69.4;2.0;66.951;;;;;;0 / 0;91.9;7.0;3.577;3575;2014-11-21 16:40:55:947
5.1254;-10.322;7.4041;3.755;-8.3191;3.5865;1.3704;-2.0029;3.8176;-0.8053;-0.4475;0.4009;11.0;-25.32;41.64;-34.32;209.35;58.03;-46.31;2.0;71.954;;;;;;0 / 0;91.9;7.0;3.577;4086;2014-11-21 16:40:56:458
1.9531;-9.2733;3.9157;2.9751;-8.8258;3.07;-1.022;-0.4476;0.8458;0.261;-0.2963;-0.1318;11.0;-28.5;37.98;-42.24;204.11;65.42;-48.37;2.0;71.269;;;;;;0 / 0;91.9;7.0;3.577;4586;2014-11-21 16:40:56:958
2.6258;-8.6939;2.9078;3.2244;-8.7578;3.0125;-0.5986;0.0639;-0.1047;-0.0288;-0.0608;-0.021;11.0;-31.02;36.12;-39.54;195.84;63.26;-46.95;2.0;58.01;;;;;;0 / 0;91.9;7.0;3.577;5087;2014-11-21 16:40:57:459
