sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.752;-9.5128;3.3674;2.0668;-9.4797;1.4262;-0.3148;-0.0331;1.9412;-0.3025;-0.3953;0.2102;7.0;-41.34;45.48;-20.94;169.58;75.16;-55.39;2.0;66.426;;;;;;0 / 0;91.8;7.0;3.569;5;2014-11-21 16:41:18:331
5.5994;-11.7944;3.6236;2.4086;-9.4975;0.4087;3.1909;-2.2969;3.215;1.7598;-0.4316;-1.1257;7.0;-37.02;46.62;-15.0;198.27;75.57;-80.37;2.0;71.16;;;;;;0 / 0;91.8;7.0;3.569;519;2014-11-21 16:41:18:845
8.36;-19.3122;11.3856;1.8896;-7.9042;5.4884;6.4703;-11.4081;5.8972;-1.0994;0.0095;0.3625;7.0;-41.88;44.88;-7.98;75.61;53.71;-19.0;2.0;71.954;;;;;;0 / 0;91.8;7.0;3.569;1019;2014-11-21 16:41:19:345
3.8469;-16.9755;8.9052;1.7527;-9.6449;0.2761;2.0942;-7.3306;8.6292;-0.2866;-0.1738;-0.8444;7.0;-49.14;51.6;-42.12;218.13;82.7;-83.67;2.0;69.347;;;;;;0 / 0;91.8;7.0;3.569;1519;2014-11-21 16:41:19:845
-1.5257;-2.6893;-3.1208;1.7364;-6.9366;6.7111;-3.2621;4.2473;-9.8319;1.142;-0.3996;0.3572;7.0;-52.8;56.46;-14.76;67.27;45.02;-14.51;2.0;65.205;;;;;;0 / 0;91.8;7.0;3.569;2019;2014-11-21 16:41:20:345
2.1398;-13.1065;3.7338;0.8793;-9.7655;-0.1863;1.2605;-3.341;3.9201;-1.0312;0.6603;0.1473;7.0;-60.24;50.94;-58.02;238.86;84.74;-101.96;2.0;70.891;;;;;;0 / 0;91.8;7.0;3.569;2531;2014-11-21 16:41:20:857
0.9044;-4.6956;-0.911;1.6028;-7.1409;6.5276;-0.6984;2.4452;-7.4386;2.1167;-0.0907;0.7172;13.0;-58.02;60.06;-28.2;77.23;46.73;-13.8;2.0;62.714;;;;;;0 / 0;91.8;7.0;3.569;3034;2014-11-21 16:41:21:360
-2.0524;-13.2381;0.4226;0.6322;-9.7863;0.0045;-2.6846;-3.4518;0.4181;-1.861;1.7703;0.5063;7.0;-49.44;35.88;-46.08;158.03;75.92;-28.24;2.0;68.298;;;;;;0 / 0;91.8;7.0;3.569;3535;2014-11-21 16:41:21:861
2.6857;-7.1569;0.0132;1.2605;-7.9226;5.6404;1.4251;0.7657;-5.6273;2.8986;0.3045;0.4552;7.0;-41.22;36.66;-23.16;95.8;53.89;-12.6;2.0;66.598;;;;;;0 / 0;91.8;7.0;3.569;4035;2014-11-21 16:41:22:361
0.3226;-9.1943;3.6811;1.2151;-8.8529;4.0401;-0.8924;-0.3415;-0.359;-0.8938;-0.0683;0.1772;15.0;-32.94;26.94;-36.6;144.11;64.52;-16.74;2.0;59.726;;;;;;0 / 0;91.8;7.0;3.569;4540;2014-11-21 16:41:22:866
1.7232;-8.9214;2.2948;1.2225;-9.3971;2.5239;0.4193;-0.2545;-0.3249;-0.081;-0.0832;-0.07;7.0;-28.32;26.64;-32.76;150.99;71.85;-14.97;2.0;59.866;;;;;;0 / 0;91.8;7.0;3.569;5042;2014-11-21 16:41:23:368
