sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
4.2084;-7.9039;2.2781;2.3912;-9.2635;2.1546;1.8172;1.3596;0.1235;-0.293;0.4132;0.3348;13.0;-15.66;22.32;-28.8;210.48;71.43;-51.8;2.0;66.405;;;;;;0 / 0;91.9;7.0;3.569;22;2014-11-21 16:41:46:284
6.8779;-12.7282;8.5293;2.9642;-9.3006;0.9408;3.9138;-3.4276;7.5886;-0.3089;-0.0885;-0.2266;13.0;-13.5;23.1;-26.58;232.0;75.84;-68.18;2.0;69.485;;;;;;0 / 0;91.9;7.0;3.569;524;2014-11-21 16:41:46:786
2.1997;-9.7163;7.1335;2.6932;-8.6567;3.7388;-0.4935;-1.0596;3.3947;-1.5414;-1.1069;-0.2681;13.0;-10.56;32.58;-22.14;213.57;61.97;-35.77;2.0;67.346;;;;;;0 / 0;91.9;7.0;3.569;1024;2014-11-21 16:41:47:286
3.55;-9.0842;7.7129;3.0929;-9.039;2.2139;0.4571;-0.0452;5.499;-0.2812;-0.1312;-0.2841;13.0;-4.68;43.8;-29.82;262.64;67.18;-54.4;2.0;60.037;;;;;;0 / 0;91.9;7.0;3.569;1543;2014-11-21 16:41:47:805
12.5259;-14.203;13.7224;3.4839;-8.7722;2.661;9.042;-5.4308;11.0614;-1.2709;-0.831;0.0813;13.0;-9.0;51.66;-26.04;311.7;56.21;-35.71;2.0;73.112;;;;;;0 / 0;91.9;7.0;3.569;2055;2014-11-21 16:41:48:317
1.0098;-7.832;5.302;3.3104;-8.9721;2.1709;-2.3007;1.1401;3.131;0.4634;0.5005;-0.4822;13.0;-11.1;55.86;-40.08;255.13;67.39;-56.62;2.0;61.568;;;;;;0 / 0;91.9;7.0;3.569;2555;2014-11-21 16:41:48:817
10.1269;-8.9166;0.7745;3.6764;-8.8181;2.2125;6.4504;-0.0985;-1.438;-1.5819;-0.0875;0.4712;21.0;-18.36;56.4;-34.92;252.66;58.74;-42.92;2.0;70.364;;;;;;0 / 0;91.9;7.0;3.569;3073;2014-11-21 16:41:49:335
1.6514;-6.1944;1.6293;2.9372;-9.3155;0.8745;-1.2858;3.1211;0.7548;-0.2461;0.378;-0.25;13.0;-20.1;49.86;-47.28;248.72;71.79;-73.42;2.0;69.244;;;;;;0 / 0;91.9;7.0;3.569;3574;2014-11-21 16:41:49:836
1.4551;-8.1002;4.5598;3.3987;-8.4987;3.5202;-1.9436;0.3985;1.0395;0.1566;-0.6766;-0.3257;13.0;-25.74;47.76;-37.68;206.55;60.07;-43.99;2.0;72.005;;;;;;0 / 0;91.9;7.0;3.569;4095;2014-11-21 16:41:50:357
3.9331;-8.1505;6.0154;3.1536;-8.8226;2.8959;0.7795;0.6722;3.1195;0.2375;-0.3016;-0.0338;13.0;-29.28;40.38;-43.92;206.57;67.38;-50.55;2.0;63.565;;;;;;0 / 0;91.9;7.0;3.569;4614;2014-11-21 16:41:50:876
3.4303;-8.7251;2.2302;3.4943;-8.7964;2.5657;-0.064;0.0714;-0.3355;-0.0693;-0.1035;-0.0572;13.0;-29.58;40.32;-38.28;208.03;63.76;-53.71;2.0;62.433;;;;;;0 / 0;91.9;7.0;3.569;5117;2014-11-21 16:41:51:379
