sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.4591;-9.417;0.322;1.1577;-9.7288;0.4266;-0.6987;0.3118;-0.1046;-0.9801;0.9362;0.6938;5.0;-49.08;43.14;-21.66;167.2;75.6;-55.94;2.0;70.226;;;;;;0 / 0;91.9;7.0;3.577;10;2014-11-21 16:41:01:281
3.9522;-4.5735;0.0275;1.9694;-8.4705;4.5325;1.9828;3.897;-4.505;2.6536;0.8798;0.4744;11.0;-41.1;46.8;-12.36;89.89;59.74;-23.48;2.0;68.482;;;;;;0 / 0;91.9;7.0;3.577;522;2014-11-21 16:41:01:793
1.5508;-9.4768;2.8383;1.2215;-9.7279;0.2143;0.3294;0.2511;2.624;-1.5478;0.8681;0.1047;5.0;-51.42;47.34;-33.36;155.47;76.65;-37.43;2.0;70.85;;;;;;0 / 0;91.9;7.0;3.577;1030;2014-11-21 16:41:02:301
4.8572;-6.1417;-0.8392;2.0114;-8.4086;4.6283;2.8458;2.2669;-5.4675;2.9625;-0.0758;0.3476;11.0;-52.44;55.8;-16.26;92.13;59.03;-23.49;2.0;69.509;;;;;;0 / 0;91.9;7.0;3.577;1530;2014-11-21 16:41:02:801
-0.1275;-11.2462;0.1856;1.0271;-9.7525;0.0751;-1.1546;-1.4937;0.1104;-1.5084;0.7722;0.0344;11.0;-62.28;52.38;-50.7;217.81;83.97;-85.82;2.0;69.302;;;;;;0 / 0;91.9;7.0;3.577;2031;2014-11-21 16:41:03:302
1.6729;-3.7619;-1.9022;1.4551;-7.5944;6.0314;0.2179;3.8325;-7.9336;2.7335;0.0894;0.7204;11.0;-57.0;59.28;-35.22;134.84;66.23;-31.08;2.0;66.884;;;;;;0 / 0;91.9;7.0;3.577;2534;2014-11-21 16:41:03:805
-0.5058;-8.0164;-1.3898;0.9584;-9.7474;0.4898;-1.4642;1.731;-1.8796;-1.55;0.7189;-0.0274;5.0;-51.96;38.94;-44.1;162.75;78.65;-34.75;2.0;68.919;;;;;;0 / 0;91.9;7.0;3.574;3039;2014-11-21 16:41:04:310
0.0712;-3.4794;-2.3667;1.6547;-7.3919;6.2282;-1.5835;3.9126;-8.5949;2.4;-0.7;0.1399;5.0;-40.74;38.94;-22.08;125.92;67.17;-26.06;2.0;61.84;;;;;;0 / 0;91.9;7.0;3.574;3554;2014-11-21 16:41:04:825
0.2963;-9.089;2.7665;0.5158;-9.3223;3.0001;-0.2195;0.2333;-0.2336;-1.1079;0.0308;0.1793;13.0;-33.36;28.2;-32.76;135.64;71.92;-9.76;2.0;67.423;;;;;;0 / 0;91.9;7.0;3.574;4063;2014-11-21 16:41:05:334
1.3042;-9.1824;2.2374;0.8698;-9.6711;1.3734;0.8058;0.485;-0.2204;-0.0884;-0.0204;-0.0306;7.0;-24.9;28.86;-27.84;169.05;80.46;-32.35;2.0;57.698;;;;;;0 / 0;91.9;7.0;3.574;4566;2014-11-21 16:41:05:837
