sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.5892;-8.9501;2.3355;1.8169;-9.3682;2.2598;-0.2277;0.4181;0.0757;0.0884;-0.1546;0.0131;12.0;-12.24;20.58;-30.84;202.72;72.8;-38.8;2.0;64.028;;;;;;0 / 0;91.0;8.0;3.573;25;2014-11-21 16:39:04:378
-0.5752;-8.1983;0.1544;1.3958;-9.6379;1.156;-1.971;1.4395;-1.0015;-0.6701;0.2566;-0.1488;12.0;-10.68;22.14;-30.9;193.14;76.54;-30.29;2.0;71.113;;;;;;0 / 0;91.0;8.0;3.573;528;2014-11-21 16:39:04:881
0.3322;-4.6046;-4.9859;2.3162;-8.4464;4.4118;-1.984;3.8418;-9.3977;0.6562;0.3642;0.7087;12.0;-6.48;26.88;-24.42;219.92;59.46;-27.7;2.0;66.582;;;;;;0 / 0;91.0;8.0;3.573;1040;2014-11-21 16:39:05:393
2.6857;-8.5742;1.5095;2.0381;-9.5164;1.2074;0.6476;0.9421;0.3021;-0.5188;1.993;0.5351;12.0;-4.08;40.02;-29.46;250.71;76.02;-59.36;2.0;68.067;;;;;;0 / 0;91.0;8.0;3.573;1556;2014-11-21 16:39:05:909
-0.0988;-3.6326;-1.5909;2.4481;-8.4122;4.4059;-2.5468;4.7796;-5.9969;1.8344;0.7573;0.4424;12.0;-0.72;45.36;-18.48;319.51;59.07;-29.06;2.0;69.423;;;;;;0 / 0;91.0;8.0;3.573;2066;2014-11-21 16:39:06:419
-3.1466;-14.4544;-0.8511;2.064;-9.3283;2.2122;-5.2105;-5.1261;-3.0634;-0.4687;1.3986;0.4712;11.0;-2.16;52.44;-32.16;275.25;66.31;-54.22;2.0;73.245;;;;;;0 / 0;91.0;8.0;3.573;2566;2014-11-21 16:39:06:919
1.3785;-4.3389;-2.9437;2.9081;-8.2839;4.3693;-1.5296;3.945;-7.3129;1.6863;0.9927;-0.152;11.0;-6.18;53.82;-29.64;280.19;62.27;-47.36;2.0;58.958;;;;;;0 / 0;91.0;8.0;3.573;3076;2014-11-21 16:39:07:429
-0.2616;-13.7146;-3.0634;2.1567;-9.4046;1.753;-2.4183;-4.31;-4.8164;-0.0756;0.9757;0.0941;13.0;-11.34;48.24;-41.7;241.05;69.5;-53.27;2.0;70.762;;;;;;0 / 0;91.0;8.0;3.573;3588;2014-11-21 16:39:07:941
5.7838;-15.5773;8.424;3.1565;-9.1282;1.6978;2.6273;-6.4491;6.7262;0.0916;-0.0268;-0.4695;13.0;-16.02;44.4;-37.26;241.9;68.56;-61.73;2.0;64.716;;;;;;0 / 0;91.0;8.0;3.573;4093;2014-11-21 16:39:08:446
6.708;-4.1258;-0.4202;3.458;-8.9402;2.0702;3.25;4.8144;-2.4904;-0.212;-0.5232;0.0483;13.0;-22.08;40.56;-34.62;209.78;64.05;-46.62;2.0;71.092;;;;;;0 / 0;91.0;8.0;3.573;4593;2014-11-21 16:39:08:946
2.5899;-8.4066;3.0562;2.371;-9.3284;1.879;0.2189;0.9218;1.1772;0.0543;-0.3304;-0.0519;13.0;-26.34;36.54;-40.14;205.69;72.03;-51.6;2.0;64.177;;;;;;0 / 0;91.0;8.0;3.573;5096;2014-11-21 16:39:09:449
1.9339;-9.3452;2.3715;2.5114;-9.1215;2.5812;-0.5775;-0.2237;-0.2098;-0.0266;0.0159;0.0184;13.0;-27.42;36.06;-38.88;196.15;68.18;-45.22;2.0;56.549;;;;;;0 / 0;91.0;8.0;3.573;5600;2014-11-21 16:39:09:953
2.5325;-9.1728;2.1464;2.4958;-9.196;2.3183;0.0367;0.0232;-0.1719;-0.0394;-0.0076;-0.0093;7.0;-28.5;36.72;-40.44;197.81;69.67;-47.11;2.0;55.48;;;;;;0 / 0;91.0;8.0;3.573;6107;2014-11-21 16:39:10:460
