sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.661;-9.1967;2.1033;2.1213;-9.4523;1.5245;-0.5537;-0.8314;-1.4299;-0.489;0.2193;0.2048;3.0;-50.82;37.26;-30.24;167.39;70.99;-50.15;2.0;66.074;;;;;;0 / 0;91.8;7.0;3.574;13;2014-11-21 16:40:38:366
1.661;-11.9405;-3.7577;1.9609;-9.5204;1.2992;-0.6111;-4.2133;6.2246;1.3934;-0.5583;-1.1661;3.0;-48.3;39.54;-26.04;173.61;76.12;-56.47;2.0;71.661;;;;;;0 / 0;91.8;7.0;3.574;513;2014-11-21 16:40:38:866
1.6945;-10.7697;2.7043;1.5661;-8.8398;3.9465;-0.7599;0.1914;-1.2854;-1.665;-0.618;0.0994;9.0;-52.38;42.84;-25.2;116.64;64.34;-21.64;2.0;68.205;;;;;;0 / 0;91.8;7.0;3.574;1037;2014-11-21 16:40:39:390
-1.4275;-14.8638;3.6835;1.9179;-9.5708;0.9441;-3.3454;-5.293;2.7394;-0.3537;0.1256;-0.886;3.0;-53.4;50.28;-45.0;229.16;85.1;-96.06;2.0;69.893;;;;;;0 / 0;91.8;7.0;3.574;1537;2014-11-21 16:40:39:890
-6.9821;-5.6605;-8.8957;0.9611;-7.222;6.5643;-7.9432;1.5615;-15.46;-1.4104;0.1085;0.1857;11.0;-57.96;57.96;-16.62;69.38;47.43;-8.33;2.0;56.014;;;;;;0 / 0;91.8;7.0;3.574;2037;2014-11-21 16:40:40:390
2.3673;-12.0123;1.5119;0.48;-9.7879;-0.3707;1.8872;-2.2244;1.8826;-1.4679;1.3368;0.4616;5.0;-59.16;51.24;-61.98;171.21;83.5;-35.44;2.0;64.234;;;;;;0 / 0;91.8;7.0;3.574;2551;2014-11-21 16:40:40:904
1.6083;-3.0891;-0.6979;1.169;-7.5552;6.1419;0.4393;4.4661;-6.8398;0.7776;-0.2441;0.3188;13.0;-57.24;61.8;-27.24;77.94;50.39;-10.78;2.0;60.662;;;;;;0 / 0;91.8;7.0;3.574;3051;2014-11-21 16:40:41:404
-0.3023;-10.8703;1.4329;0.5879;-9.789;-0.0501;-0.8902;-1.0813;1.4831;-1.4765;0.0894;-0.0316;5.0;-49.5;41.16;-44.52;229.1;86.55;-94.87;2.0;69.912;;;;;;0 / 0;91.8;7.0;3.574;3560;2014-11-21 16:40:41:913
1.2204;-3.4123;-0.6668;1.3647;-6.7745;6.958;-0.1443;3.3622;-7.6248;2.9699;-0.3293;0.5244;5.0;-44.46;42.6;-20.1;103.46;62.03;-17.85;2.0;62.595;;;;;;0 / 0;91.8;7.0;3.574;4061;2014-11-21 16:40:42:414
0.6578;-8.7227;4.294;0.6786;-8.8107;4.2523;-0.0208;0.088;0.0417;-0.8085;-0.3272;0.1953;15.0;-34.92;35.76;-28.8;104.34;55.42;-9.03;2.0;59.626;;;;;;0 / 0;91.8;7.0;3.574;4565;2014-11-21 16:40:42:918
1.7472;-9.3356;2.156;0.7061;-9.3928;2.7291;1.041;0.0572;-0.5731;-0.1151;0.0851;-0.1296;5.0;-24.0;34.98;-31.92;142.28;72.11;-10.16;2.0;56.059;;;;;;0 / 0;91.8;7.0;3.574;5095;2014-11-21 16:40:43:448
