sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.37906;-6.876147;6.493075;-1.016944;-8.957278;3.860491;-0.362117;2.081131;2.632584;2.147191;-0.647517;0.928515;147.0;43.14;65.4;-3.6;293.718;73.5905;11.25;0.0;1018.0;64.68997;;;;;;0 / 0;82.6;42.0;3.69;25;2014-11-17 17:04:32:278
-2.298433;-9.346964;7.661446;-1.355869;-8.306778;5.032839;-0.942564;-1.040186;2.628607;1.775174;-0.388816;0.941649;153.0;46.32;63.0;-10.02;289.9401;57.8929;15.0778;0.0;1018.25;64.68997;;;;;;0 / 0;82.6;42.0;3.69;88;2014-11-17 17:04:32:341
-2.537854;-6.694188;6.435614;-1.620267;-7.651451;5.916116;-0.917587;0.957263;0.519499;0.395535;-1.259604;0.704328;144.0;50.76;56.34;-21.6;280.4;51.2817;15.3162;0.0;1018.25;64.68997;;;;;;0 / 0;82.6;42.0;3.69;139;2014-11-17 17:04:32:392
-0.622492;-4.577713;5.248091;-1.479287;-7.388157;6.276721;0.856794;2.810444;-1.02863;-1.016785;-1.140485;0.381485;142.0;51.54;52.98;-25.8;280.4;51.2817;15.3162;0.0;1018.25;64.68997;;;;;;0 / 0;82.6;42.0;3.69;192;2014-11-17 17:04:32:445
-1.043872;-7.613561;3.696648;-1.175644;-7.904568;5.683841;0.131772;0.291007;-1.987194;-1.758376;-0.607811;0.003054;162.0;51.54;50.76;-28.38;275.1951;48.8842;13.2614;0.0;1018.21;64.68997;;;;;;0 / 0;82.6;42.0;3.69;247;2014-11-17 17:04:32:500
1.924938;-2.327164;4.616021;-0.998919;-8.429094;4.911507;2.923857;6.101932;-0.295486;-1.224479;-0.182343;0.168599;169.0;50.46;50.22;-29.34;260.2357;59.2637;11.4962;0.0;1018.21;64.68997;;;;;;0 / 0;82.6;42.0;3.69;302;2014-11-17 17:04:32:555
-4.960786;-12.009314;17.879898;-1.162258;-8.628702;4.512765;-3.798528;-3.380612;13.367134;0.238237;2.08977;1.037249;169.0;52.44;51.24;-26.7;256.8608;61.6282;14.4426;0.0;1018.21;64.68997;;;;;;0 / 0;82.6;42.0;3.69;378;2014-11-17 17:04:32:631
2.96881;-0.153229;-8.03494;-0.748141;-8.657908;4.544367;3.716951;8.504682;-12.579308;-0.895528;1.945606;0.201586;171.0;54.18;50.52;-25.14;256.8608;61.6282;14.4426;0.0;1018.0;64.84906;;;;;;0 / 0;82.6;42.0;3.69;447;2014-11-17 17:04:32:700
-2.470816;-16.443377;-4.165911;-0.868509;-9.223064;3.217315;-1.602307;-7.220311;-7.383225;-2.648406;1.101085;-1.128879;161.0;58.5;51.72;-17.22;251.3727;70.1342;15.1068;0.0;1018.0;64.84906;;;;;;0 / 0;82.6;42.0;3.69;501;2014-11-17 17:04:32:754
-4.884171;-19.239805;-8.082824;-0.292139;-9.708904;1.349894;-4.592032;-9.5309;-9.432718;-4.720461;1.332908;-1.763262;158.0;58.08;54.18;-10.68;254.3934;81.9037;12.2114;0.0;1018.0;64.84906;;;;;;0 / 0;82.6;42.0;3.69;556;2014-11-17 17:04:32:809
