sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-4.414908;-15.303738;8.092402;-0.691525;-8.556132;4.74181;-3.723383;-6.747604;3.350592;2.80998;-0.117286;1.392467;153.0;55.74;57.3;-17.58;275.6892;60.7485;8.2973;0.0;1018.03;60.76563;;;;;;0 / 0;82.8;41.0;3.665;24;2014-11-17 17:05:49:401
-4.252102;-3.016694;-2.288857;-0.991756;-7.139107;6.649809;-3.260346;4.122414;-8.938664;1.007928;-0.608116;0.581238;150.0;57.36;50.82;-23.7;275.6892;60.7485;8.2973;0.0;1018.31;60.76563;;;;;;0 / 0;82.8;41.0;3.665;87;2014-11-17 17:05:49:464
-4.252102;-3.016694;-2.288857;-0.991756;-7.139107;6.649809;-3.260346;4.122414;-8.938664;-0.022602;-2.188119;0.285885;150.0;56.7;41.76;-30.3;271.1835;46.7179;8.4826;0.0;1018.31;67.46398;;;;;;0 / 0;82.8;41.0;3.665;139;2014-11-17 17:05:49:516
3.198654;-4.405331;0.172383;-0.688249;-7.611569;6.144975;3.886902;3.206238;-5.972592;-2.069917;0.565967;-0.067501;155.0;55.26;37.86;-31.86;271.1835;46.7179;8.4826;0.0;1018.31;67.46398;;;;;;0 / 0;82.8;41.0;3.665;190;2014-11-17 17:05:49:567
4.55856;-0.756568;0.699107;-0.873287;-8.358961;5.05327;5.431847;7.602393;-4.354162;-1.877494;1.707368;-0.323759;169.0;53.7;36.96;-27.18;263.3239;50.9107;6.3906;0.0;1018.14;67.46398;;;;;;0 / 0;82.8;41.0;3.665;262;2014-11-17 17:05:49:639
-16.644487;-18.397045;7.07726;-1.302932;-8.852722;4.012736;-15.341558;-9.544322;3.064524;-0.885144;0.391565;-0.756862;166.0;56.22;39.18;-16.38;248.5605;64.5188;17.9886;0.0;1018.14;67.46398;;;;;;0 / 0;82.8;41.0;3.665;319;2014-11-17 17:05:49:696
1.484405;-6.598419;-14.700398;-1.86954;-9.505378;1.524144;3.353946;2.906958;-16.224543;-3.479183;0.820087;-1.13682;191.0;57.0;39.78;-10.92;214.6879;75.7611;50.8113;0.0;1018.14;67.46398;;;;;;0 / 0;82.8;41.0;3.665;379;2014-11-17 17:05:49:756
-3.600879;-12.526464;-12.133814;-1.819893;-9.626924;-0.425053;-1.780986;-2.899539;-11.70876;-4.809342;0.635605;-2.397951;211.0;57.0;40.32;-4.02;214.6879;75.7611;50.8113;0.0;1017.85;67.46398;;;;;;0 / 0;82.8;41.0;3.665;433;2014-11-17 17:05:49:810
-1.063026;-9.040504;8.255207;-2.353038;-9.439984;1.23298;1.290013;0.39948;7.022228;-2.877175;-0.096211;-0.222355;139.0;52.62;43.5;11.1;168.0056;79.0139;103.1463;0.0;1017.85;67.46398;;;;;;0 / 0;82.8;41.0;3.665;509;2014-11-17 17:05:49:886
-9.768342;-4.817134;8.55209;-3.110601;-9.06568;2.075568;-6.657741;4.248547;6.476522;-1.491733;1.117884;-0.135918;131.0;45.42;44.76;27.24;242.9554;74.2829;62.3457;0.0;1017.88;68.79289;;;;;;0 / 0;82.8;41.0;3.665;569;2014-11-17 17:05:49:946
-9.768342;-4.817134;8.55209;-3.110601;-9.06568;2.075568;-6.657741;4.248547;6.476522;-1.225701;1.152397;-0.460592;131.0;41.28;42.6;34.26;272.5964;67.5844;56.2866;0.0;1017.88;68.79289;;;;;;0 / 0;82.8;41.0;3.665;624;2014-11-17 17:05:50:001
-8.657434;-1.340753;7.105991;-3.835878;-8.571896;2.824719;-4.821555;7.231144;4.281272;1.445002;0.451124;0.962113;131.0;38.22;39.12;39.3;272.5964;67.5844;56.2866;0.0;1017.88;68.79289;;;;;;0 / 0;82.8;41.0;3.665;675;2014-11-17 17:05:50:052
-3.485957;-10.477026;-1.321599;-3.825997;-8.598;2.757997;0.340039;-1.879027;-4.079596;3.170085;-3.318831;1.488373;133.0;32.88;30.3;44.88;284.822;60.9375;53.6323;0.0;1017.88;68.79289;;;;;;0 / 0;82.8;41.0;3.665;739;2014-11-17 17:05:50:116
1.417368;-19.546263;-0.009577;-3.855605;-7.647032;4.777824;5.272972;-11.89923;-4.7874;5.031086;0.193033;2.281582;133.0;31.26;27.3;46.92;299.4154;51.2405;38.9028;0.0;1018.06;68.79289;;;;;;0 / 0;82.8;41.0;3.665;794;2014-11-17 17:05:50:171
0.766145;-19.546263;-2.920926;-4.268634;-5.416501;6.972135;5.034779;-14.129762;-9.89306;4.966335;-0.762665;1.958434;150.0;32.64;33.42;47.94;307.3476;33.527;31.4767;0.0;1018.06;68.79289;;;;;;0 / 0;82.8;41.0;3.665;844;2014-11-17 17:05:50:221
-0.134075;-6.110002;-7.268796;-2.530266;-9.391034;1.25563;2.396191;3.281033;-8.524426;2.101682;-1.707979;1.058935;164.0;36.66;41.94;44.28;307.3476;33.527;31.4767;0.0;1018.06;66.50222;;;;;;0 / 0;82.8;41.0;3.665;915;2014-11-17 17:05:50:292
10.773908;6.435614;-11.57836;-1.630336;-9.66779;-0.214961;12.404244;16.103407;-11.363398;-0.213803;-1.421483;-0.725097;161.0;49.62;58.8;25.38;262.3803;73.2595;63.6074;0.0;1018.25;66.50222;;;;;;0 / 0;82.8;41.0;3.665;970;2014-11-17 17:05:50:347
1.465252;-3.65834;1.063026;-1.443201;-9.694864;-0.311679;2.908452;6.036524;1.374705;-1.887268;2.363132;-0.161574;153.0;54.9;63.0;16.32;184.8996;81.3407;102.1867;0.0;1018.25;66.50222;;;;;;0 / 0;82.8;41.0;3.665;1033;2014-11-17 17:05:50:410
-6.339846;-12.765882;17.669209;-1.167037;-9.660414;-1.218529;-5.172808;-3.105469;18.887737;0.266337;-1.237918;0.049175;158.0;60.48;67.98;9.42;133.801;80.0929;136.2365;0.0;1018.25;66.50222;;;;;;0 / 0;82.8;41.0;3.665;1090;2014-11-17 17:05:50:467
-7.603985;-16.376337;-15.658078;-1.117959;-9.621432;-1.532514;-6.486026;-6.754906;-14.125566;-5.033224;3.383888;-1.954158;171.0;61.92;69.84;9.78;133.801;80.0929;136.2365;0.0;1017.99;66.50222;;;;;;0 / 0;82.8;41.0;3.665;1157;2014-11-17 17:05:50:534
-2.700659;-13.962984;3.476381;-1.842829;-9.531144;-1.389831;-0.857831;-4.431839;4.866212;-4.874094;0.826806;-2.190257;144.0;57.9;74.94;28.92;73.9578;65.1205;-175.9119;0.0;1017.99;66.50222;;;;;;0 / 0;82.8;41.0;3.665;1229;2014-11-17 17:05:50:606
-9.021352;-9.32781;13.685258;-1.486049;-9.054788;-3.460184;-7.535303;-0.273023;17.145441;-4.002389;0.69547;-0.275806;124.0;51.9;74.1;43.68;184.4847;76.3867;127.023;0.0;1018.07;68.07848;;;;;;0 / 0;82.8;41.0;3.665;1294;2014-11-17 17:05:50:671
2.422932;-4.13718;8.66701;-2.562609;-9.365036;1.378239;4.985542;5.227856;7.288771;0.541227;2.560442;0.700357;122.0;41.28;68.64;63.36;162.9948;67.4181;156.7579;0.0;1018.07;68.07848;;;;;;0 / 0;82.8;41.0;3.665;1349;2014-11-17 17:05:50:726
2.422932;-4.13718;8.66701;-2.562609;-9.365036;1.378239;4.985542;5.227856;7.288771;1.502729;2.309376;0.191506;122.0;38.64;66.9;64.56;162.9948;67.4181;156.7579;0.0;1018.07;68.07848;;;;;;0 / 0;82.8;41.0;3.665;1400;2014-11-17 17:05:50:777
-11.24317;-4.386177;4.223372;-3.40372;-9.023046;1.780368;-7.839451;4.636869;2.443005;2.072666;0.837802;0.620639;139.0;39.06;67.92;56.22;285.4575;66.9399;62.3875;0.0;1018.07;68.07848;;;;;;0 / 0;82.8;41.0;3.665;1465;2014-11-17 17:05:50:842
4.204219;-19.546263;-7.441179;-3.059973;-6.78907;6.380869;7.264192;-12.757192;-13.822046;4.576603;-5.253746;1.393078;131.0;44.04;66.06;35.82;285.4575;66.9399;62.3875;0.0;1018.07;68.07848;;;;;;0 / 0;82.8;41.0;3.665;1536;2014-11-17 17:05:50:913
1.11091;-16.845604;-3.907337;-2.712306;-9.418914;0.312743;3.823216;-7.426689;-4.22008;4.080275;1.68385;3.288899;144.0;48.78;52.38;6.72;309.2643;43.8119;25.6202;0.0;1018.07;68.07848;;;;;;0 / 0;82.8;41.0;3.665;1587;2014-11-17 17:05:50:964
2.911349;8.408438;-12.35408;-2.352037;-9.466508;-1.011701;5.263387;17.874945;-11.34238;2.947425;-3.291647;2.041512;128.0;48.12;43.8;-3.72;182.5682;73.8346;83.4226;0.0;1018.17;67.57736;;;;;;0 / 0;82.8;41.0;3.665;1650;2014-11-17 17:05:51:027
5.104438;-2.451662;-8.523358;-1.567941;-9.40915;-2.275928;6.672379;6.957489;-6.24743;-0.605978;-2.329534;-0.35644;135.0;43.98;35.94;-10.8;132.7617;74.8654;113.2744;0.0;1018.17;67.57736;;;;;;0 / 0;82.8;41.0;3.665;1722;2014-11-17 17:05:51:099
4.07972;-1.647211;6.59842;-1.028641;-9.592622;-1.758943;5.108361;7.945412;8.357363;-1.78617;0.526871;-0.218384;132.0;40.98;37.2;-14.52;90.0519;73.6309;145.4361;0.0;1018.17;67.57736;;;;;;0 / 0;82.8;41.0;3.665;1790;2014-11-17 17:05:51:167
-4.970362;-2.54743;-3.428497;-1.610608;-9.477196;-1.938844;-3.359754;6.929765;-1.489652;-0.914771;2.276389;0.065668;132.0;39.96;39.36;-14.4;90.0519;73.6309;145.4361;0.0;1018.11;67.57736;;;;;;0 / 0;82.8;41.0;3.665;1846;2014-11-17 17:05:51:223
8.475474;-16.874334;-8.446744;-1.80154;-9.433882;-1.981599;10.277016;-7.440452;-6.465145;0.069028;0.565661;0.959364;124.0;43.62;42.24;-11.52;96.9536;75.1064;140.2834;0.0;1018.11;67.57736;;;;;;0 / 0;82.8;41.0;3.665;1908;2014-11-17 17:05:51:285
-3.495534;-19.009962;-10.151414;-1.503251;-9.158304;-3.167969;-1.992284;-9.851656;-6.983446;-4.57141;2.605035;-1.59894;114.0;46.44;42.0;-10.2;105.3368;74.1517;137.725;0.0;1018.11;67.57736;;;;;;0 / 0;82.8;41.0;3.665;1972;2014-11-17 17:05:51:349
-6.272808;-19.546263;0.746991;-0.214709;-8.087298;-5.542549;-6.058099;-11.458964;6.289541;-5.011233;0.66737;-1.933694;122.0;46.14;43.98;-3.3;60.6711;55.5556;177.7816;0.0;1018.07;68.65412;;;;;;0 / 0;82.8;41.0;3.665;2045;2014-11-17 17:05:51:422
-7.173028;-8.781932;10.180146;-1.517926;-9.4988;-1.90763;-5.655102;0.716869;12.087776;-3.588222;3.054937;-0.007025;118.0;43.98;45.72;5.1;60.6711;55.5556;177.7816;0.0;1018.07;68.65412;;;;;;0 / 0;82.8;41.0;3.665;2105;2014-11-17 17:05:51:482
-5.353435;-3.936067;10.237606;-2.116437;-9.568728;-0.36129;-3.236997;5.632662;10.598896;0.090103;1.805718;0.747699;117.0;38.22;46.44;22.14;135.352;75.6058;141.4903;0.0;1018.07;68.65412;;;;;;0 / 0;82.8;41.0;3.665;2172;2014-11-17 17:05:51:549
-0.335188;-5.736507;7.94875;-2.056093;-9.56522;0.6704;1.720905;3.828714;7.27835;1.226007;1.339628;-0.146913;117.0;36.18;44.88;28.14;248.3531;77.2601;71.9412;0.0;1017.84;68.65412;;;;;;0 / 0;82.8;41.0;3.665;2225;2014-11-17 17:05:51:602
-2.336741;-3.409343;4.252103;-2.197907;-9.438862;1.499156;-0.138834;6.02952;2.752946;2.378404;-0.460287;0.667065;122.0;32.16;41.22;27.66;271.2031;74.2586;55.7027;0.0;1017.84;68.65412;;;;;;0 / 0;82.8;41.0;3.665;2297;2014-11-17 17:05:51:674
6.224925;-19.546263;-7.613561;-2.286235;-7.567062;5.803713;8.51116;-11.9792;-13.417274;4.926628;-4.102876;1.39766;122.0;26.34;38.46;17.76;291.0363;66.5835;40.6395;0.0;1018.1;68.65412;;;;;;0 / 0;82.8;41.0;3.665;2370;2014-11-17 17:05:51:747
-0.086191;-9.921572;-5.832275;-1.853142;-9.623918;-0.341292;1.766951;-0.297654;-5.490983;4.750394;1.038165;2.419332;117.0;24.18;35.58;7.56;291.0363;66.5835;40.6395;0.0;1018.1;68.32183;;;;;;0 / 0;82.8;41.0;3.665;2432;2014-11-17 17:05:51:809
-0.086191;-9.921572;-5.832275;-1.853142;-9.623918;-0.341292;1.766951;-0.297654;-5.490983;2.312125;-2.146275;1.707979;117.0;24.72;33.42;2.7;175.0781;78.922;100.4352;0.0;1018.1;68.32183;;;;;;0 / 0;82.8;41.0;3.665;2482;2014-11-17 17:05:51:859
3.725378;2.911349;-7.852981;-1.374218;-9.603688;-1.432157;5.099596;12.515038;-6.420824;-0.380264;-0.848492;-0.046731;111.0;28.74;29.46;-1.92;119.0269;78.3229;136.1827;0.0;1018.1;68.32183;;;;;;0 / 0;82.8;41.0;3.665;2539;2014-11-17 17:05:51:916
5.468357;0.268151;-5.085284;-0.541775;-9.534752;-2.228315;6.010132;9.802902;-2.856969;-0.727235;-1.415986;-0.540005;111.0;29.76;29.28;-1.74;119.0269;78.3229;136.1827;0.0;1018.28;68.32183;;;;;;0 / 0;82.8;41.0;3.665;2590;2014-11-17 17:05:51:967
-0.71826;-6.473921;9.165004;-0.669929;-9.716958;-1.141191;-0.048332;3.243037;10.306196;0.235489;1.928807;0.915992;106.0;30.3;31.86;0.6;111.0391;82.2449;149.5852;0.0;1018.28;68.32183;;;;;;0 / 0;82.8;41.0;3.665;2659;2014-11-17 17:05:52:036
-2.212242;7.929596;-15.26543;-1.002682;-9.287326;-2.985058;-1.20956;17.216923;-12.280372;0.705855;0.658818;0.643852;109.0;31.44;34.14;2.34;90.4507;71.2703;161.4328;0.0;1018.28;68.32183;;;;;;0 / 0;82.8;41.0;3.665;2709;2014-11-17 17:05:52:086
7.910443;2.48997;-18.646044;-1.179847;-9.288108;-2.917096;9.09029;11.778078;-15.728948;0.299935;0.450208;-0.207389;111.0;34.02;35.88;3.0;90.4507;71.2703;161.4328;0.0;1018.28;69.24248;;;;;;0 / 0;82.8;41.0;3.665;2759;2014-11-17 17:05:52:136
-9.097966;-19.239805;-3.256114;-0.977006;-9.099508;-3.523471;-8.12096;-10.140296;0.267357;-4.048815;2.892142;-1.921782;111.0;39.3;39.0;3.12;96.7073;71.2844;157.9787;0.0;1018.28;69.24248;;;;;;0 / 0;82.8;41.0;3.665;2819;2014-11-17 17:05:52:196
0.172383;-19.517532;-0.708684;0.163656;-8.210408;-5.360299;0.008726;-11.307124;4.651616;-4.277889;0.007025;-1.833207;115.0;40.14;40.92;4.62;64.3654;56.8486;-178.2512;0.0;1018.28;69.24248;;;;;;0 / 0;82.8;41.0;3.665;2886;2014-11-17 17:05:52:263
-8.140285;-12.430696;6.359;-1.225876;-9.1233;-3.381269;-6.914409;-3.307396;9.74027;-3.684128;3.62182;-0.544892;117.0;37.02;44.64;15.12;105.7128;68.4844;160.072;0.0;1017.86;69.24248;;;;;;0 / 0;82.8;41.0;3.665;2937;2014-11-17 17:05:52:314
-3.62961;-1.321599;10.67814;-1.870341;-9.477498;-1.687963;-1.759269;8.1559;12.366102;-1.340849;2.482251;-0.105985;118.0;35.04;44.7;21.54;105.7128;68.4844;160.072;0.0;1017.86;69.24248;;;;;;0 / 0;82.8;41.0;3.665;3000;2014-11-17 17:05:52:377
0.440533;-6.502651;7.220913;-1.778672;-9.633866;-0.442007;2.219206;3.131215;7.66292;0.959058;1.765095;0.471283;111.0;33.54;42.24;30.3;174.8872;75.1133;132.0659;0.0;1017.86;69.24248;;;;;;0 / 0;82.8;41.0;3.665;3077;2014-11-17 17:05:52:454
-14.240712;-19.057846;-5.870582;-2.34497;-9.399542;1.523183;-11.895742;-9.658304;-7.393765;2.109318;0.233961;0.777021;117.0;36.72;36.78;25.98;240.3946;78.2858;79.9058;0.0;1017.88;67.31349;;;;;;0 / 0;82.8;41.0;3.665;3155;2014-11-17 17:05:52:532
8.90643;-19.546263;-1.877054;-2.962153;-8.578902;3.714628;11.868584;-10.96736;-5.591682;4.002695;-3.417486;2.130087;124.0;37.74;32.58;22.38;256.1551;73.433;56.9941;0.0;1017.88;67.31349;;;;;;0 / 0;82.8;41.0;3.665;3209;2014-11-17 17:05:52:586
8.90643;-18.511967;-2.585738;-3.8006;-6.948785;5.78275;12.70703;-11.56318;-8.368488;3.659999;0.614836;2.633135;122.0;36.78;24.48;16.2;286.8286;45.1194;33.3141;0.0;1017.88;67.31349;;;;;;0 / 0;82.8;41.0;3.665;3282;2014-11-17 17:05:52:659
2.853889;-3.093309;-5.343858;-0.333671;-9.740622;-1.085956;3.18756;6.647314;-4.257902;1.931556;-2.153605;1.20707;122.0;36.36;22.26;14.28;286.8286;45.1194;33.3141;0.0;1017.88;67.31349;;;;;;0 / 0;82.8;41.0;3.665;3335;2014-11-17 17:05:52:712
5.793968;2.25055;-3.552995;0.474879;-9.614574;-1.872122;5.31909;11.865126;-1.680873;0.32101;-1.423011;0.639576;111.0;36.42;22.98;11.34;122.0619;83.3475;162.9199;0.0;1017.88;67.31349;;;;;;0 / 0;82.8;41.0;3.665;3399;2014-11-17 17:05:52:776
-3.533841;-4.309563;2.987964;0.249684;-9.661796;-1.660647;-3.783525;5.352234;4.648611;-1.842675;-0.989602;-1.141402;102.0;36.9;24.36;10.26;83.8304;78.6414;-165.7667;0.0;1018.07;67.31349;;;;;;0 / 0;82.8;41.0;3.665;3449;2014-11-17 17:05:52:826
-3.533841;-4.309563;2.987964;0.249684;-9.661796;-1.660647;-3.783525;5.352234;4.648611;-0.782518;-0.72693;-0.191201;102.0;36.84;26.46;9.66;83.8304;78.6414;-165.7667;0.0;1018.07;67.38742;;;;;;0 / 0;82.8;41.0;3.665;3505;2014-11-17 17:05:52:882
-0.134075;7.105991;-17.57344;-0.060987;-9.802598;-0.275179;-0.073089;16.908588;-17.298262;0.18387;1.188133;0.470977;92.0;36.12;29.1;10.26;81.0913;87.1059;-157.7009;0.0;1018.07;67.38742;;;;;;0 / 0;82.8;41.0;3.665;3571;2014-11-17 17:05:52:948
-0.134075;7.105991;-17.57344;-0.060987;-9.802598;-0.275179;-0.073089;16.908588;-17.298262;0.295964;0.908968;0.823446;92.0;35.88;30.72;12.3;119.7526;88.353;167.5038;0.0;1018.07;67.38742;;;;;;0 / 0;82.8;41.0;3.665;3621;2014-11-17 17:05:52:998
1.934515;-3.993528;-17.238253;0.386216;-8.359281;-5.113082;1.548299;4.365753;-12.12517;2.062892;-0.512821;0.490219;89.0;35.94;31.14;14.04;119.7526;88.353;167.5038;0.0;1017.96;67.38742;;;;;;0 / 0;82.8;41.0;3.665;3674;2014-11-17 17:05:53:051
-11.013328;-18.617311;-2.738967;0.819556;-8.446924;-4.914079;-11.832884;-10.170386;2.175113;-1.938581;0.860709;-1.274265;84.0;36.78;31.68;19.38;82.4454;58.4747;-175.6804;0.0;1017.96;67.38742;;;;;;0 / 0;82.8;41.0;3.665;3739;2014-11-17 17:05:53:116
0.363919;-15.169662;-3.20823;-0.659565;-8.817942;-4.2402;1.023484;-6.35172;1.03197;-2.699413;-0.995099;-1.351539;82.0;36.12;32.34;22.74;109.6006;64.0504;171.1585;0.0;1017.96;67.38742;;;;;;0 / 0;82.8;41.0;3.665;3793;2014-11-17 17:05:53:170
